0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0.08526381,0.032189872,0.06980271,0.064313866,0.09133342,0.072183475,0.088601045,0.050001103,0.08994903,0.07667951,0.06581791,0.04517877,0.087853186,0.075096756,0.06253488,0.036472242,0.10224064,0.042673256,0.038191803,0.088933066,0.053868234,0.039395466,0.06776762,0.041512366,0.036144637,0.05343493,0.056613155,0.05262713,0.07957737,0.09331727,0.086297356,0.08598365,0.066737935,0.04460534,0.07789457,0.05948496,0.07312543,0.08023116,0.057468146,0.06609983,0.076533206,0.07974838,0.0756696,0.07619825,0.04445115,0.07481899,0.055106625,0.051036894,0.04358998,0.10782713,0.057739172,0.10642275,0.059075937,0.030113872,0.07667127,0.048838265,0.090169035,0.081252724,0.048093963,0.075255446,0.06993326,0.06427467,0.07042254,0.06442817,0.058964893
0.083951674,0.042939994,0.09838255,0.06314428,0.093185715,0.08401848,0.102092,0.04630081,0.08778101,0.0819847,0.069409855,0.045682035,0.10094493,0.073240496,0.05741646,0.036555912,0.097451456,0.038038652,0.049529333,0.0866251,0.048437215,0.047460414,0.08044065,0.04962441,0.046773713,0.07449112,0.069736555,0.056134865,0.08955276,0.095243864,0.09987783,0.091161564,0.05866077,0.04923552,0.046658434,0.07050217,0.08069439,0.09212752,0.055196997,0.0707314,0.078820676,0.088237576,0.07794944,0.0844399,0.027505074,0.06909428,0.06300136,0.052019417,0.039798766,0.11710469,0.06765196,0.11649949,0.06320776,0.031354785,0.062155474,0.04600299,0.10057402,0.08518337,0.063860245,0.0714993,0.07245142,0.08333796,0.06625039,0.07255314,0.060209956
0.06989601,0.04075035,0.08215721,0.06433927,0.09042717,0.07175863,0.0986436,0.05357063,0.078167476,0.06639597,0.06933569,0.0425152,0.09186017,0.073350966,0.062345184,0.03834078,0.1056092,0.06199166,0.055701554,0.080436066,0.045180455,0.040646415,0.0710924,0.05480609,0.040525872,0.067766815,0.0594383,0.05385382,0.07943101,0.09209228,0.091547914,0.09142845,0.06340529,0.05604546,0.07441724,0.06242737,0.083568476,0.081318095,0.05270269,0.0709928,0.07466361,0.085505374,0.07817509,0.082320966,0.04016035,0.07024408,0.061366066,0.058924615,0.045050178,0.11236269,0.06574527,0.10880952,0.062415063,0.034018062,0.060794644,0.049694195,0.095783226,0.083433144,0.05992611,0.075783454,0.08467987,0.06254189,0.06321125,0.061794806,0.061265584
0.09307089,0.04611201,0.10274813,0.06559637,0.08916324,0.07782355,0.10325432,0.048443638,0.08695782,0.07900607,0.07438094,0.057592966,0.087032475,0.0753284,0.06446361,0.026610266,0.10969784,0.03802302,0.052669924,0.08240156,0.051455267,0.045539405,0.07819721,0.051666573,0.0404668,0.06482021,0.06447638,0.05685921,0.08659115,0.094368674,0.095017925,0.089456536,0.06454564,0.053759467,0.074977234,0.06194348,0.08637847,0.08098973,0.05197923,0.07654121,0.07634032,0.080480635,0.07666678,0.086244866,0.039692275,0.07502067,0.06616224,0.05238657,0.048619285,0.111045405,0.06669868,0.11661426,0.0618127,0.03521214,0.064724006,0.04834189,0.0935755,0.09163948,0.06850407,0.07968954,0.085399024,0.07571369,0.07169213,0.07053782,0.068554334
0.0874774,0.03899277,0.098939314,0.06890191,0.08938119,0.08436201,0.100875005,0.044326965,0.088436574,0.080757126,0.07010644,0.0504663,0.09282283,0.07743358,0.05779707,0.046209887,0.10457881,0.030216832,0.04850019,0.08719329,0.05351068,0.044838235,0.0825492,0.04610275,0.042991243,0.06416344,0.067419045,0.055608857,0.084167086,0.08957989,0.10423396,0.09207696,0.06255534,0.04766649,0.068238646,0.06810497,0.083065175,0.0861182,0.050764773,0.06860261,0.083723776,0.078091085,0.07699527,0.079655856,0.03605535,0.07344505,0.06105939,0.052098054,0.049531583,0.11264006,0.064957336,0.1101234,0.071573585,0.02785577,0.072315544,0.023528015,0.09644766,0.084973924,0.06786641,0.07931528,0.09176657,0.072372004,0.070060275,0.06428032,0.068470135
0.09220398,0.038782805,0.08161682,0.0634295,0.08770412,0.07881096,0.098879285,0.044437777,0.07895327,0.08608846,0.071812905,0.04123816,0.086725675,0.08487772,0.0619543,0.027000757,0.107128754,0.039635528,0.056466132,0.08550437,0.052078564,0.047134,0.08526397,0.043871455,0.040452227,0.07648091,0.06494283,0.063490644,0.08754482,0.08422656,0.093881324,0.08072127,0.062321514,0.04972781,0.06478373,0.058177896,0.08122089,0.0808092,0.047445446,0.06649706,0.07650167,0.0833813,0.0670824,0.08111377,0.058284223,0.07881589,0.06285202,0.056040257,0.047449034,0.10862677,0.06483461,0.110073596,0.060288303,0.040351544,0.07244602,0.0434461,0.09148604,0.089298084,0.06885033,0.0729559,0.08213208,0.07622746,0.068051055,0.062103167,0.06294349
0.08947317,0.042997736,0.088611834,0.06407812,0.08430738,0.08777829,0.09277594,0.039964512,0.07977484,0.089986786,0.07359005,0.035490386,0.076466136,0.082741156,0.059102405,0.03041606,0.108228974,0.031532668,0.048192266,0.090575814,0.048172675,0.044935238,0.08512806,0.0451669,0.03900631,0.061366268,0.058871083,0.063178666,0.08537787,0.08627009,0.10720114,0.08984406,0.06125433,0.052965805,0.06462258,0.060607955,0.076578185,0.08289455,0.048951995,0.07253905,0.07768722,0.08312804,0.07385157,0.07465559,0.04919971,0.071371384,0.05774095,0.05631974,0.047635376,0.099718526,0.06296827,0.111178026,0.06303325,0.033898275,0.086364135,0.044723958,0.08926669,0.08918696,0.06899577,0.073742636,0.08767757,0.071852714,0.06785685,0.06338502,0.06526786
0.09329392,0.033478286,0.08706938,0.058113508,0.08428986,0.08110606,0.09044848,0.043895837,0.08003675,0.08878153,0.072868615,0.028030312,0.07134862,0.08122542,0.06587554,0.034375787,0.10072635,0.041412428,0.050085925,0.09215213,0.047812425,0.044199318,0.089593574,0.047259428,0.046447005,0.062171165,0.0604049,0.0541113,0.079630464,0.08120056,0.099503726,0.08916141,0.06017828,0.0267847,0.062307037,0.0621166,0.073430076,0.07052786,0.04191761,0.07067375,0.07554789,0.07225374,0.07337232,0.06523716,0.053682126,0.06993682,0.055981457,0.05045304,0.053852256,0.10095474,0.05946562,0.104196995,0.0579234,0.034031752,0.07895461,0.046200674,0.09126839,0.09422861,0.06949983,0.07549935,0.08794389,0.059201904,0.058538716,0.060492612,0.052354023
0.1006083,0.04575186,0.09023864,0.059430197,0.08808415,0.08261698,0.085445635,0.046681173,0.07887084,0.0915704,0.07091474,0.037573952,0.081897594,0.091538504,0.058577623,0.041915227,0.09625504,0.02716831,0.05030324,0.097766384,0.037056196,0.044486117,0.10336793,0.038721092,0.045476034,0.070343345,0.06123894,0.054592844,0.078704685,0.079480454,0.09682805,0.08490451,0.06067853,0.046658814,0.057629474,0.051019292,0.07592123,0.07767283,0.032563806,0.05452306,0.06627411,0.08304409,0.06583498,0.06959726,0.05387761,0.071300216,0.06302715,0.06284124,0.04207634,0.096961714,0.06173081,0.10171879,0.05181889,0.030364037,0.097169794,0.0559569,0.082086705,0.09925901,0.07707563,0.07017679,0.08809486,0.07571253,0.060858317,0.05727912,0.057778064
0.10110481,0.039340366,0.079503685,0.048449542,0.08662093,0.09082236,0.08496189,0.049966875,0.07381581,0.078854136,0.07117118,0.037697256,0.06773246,0.09253338,0.0606595,0.034943458,0.08985595,0.03546347,0.049041495,0.08798876,0.053023584,0.039865386,0.08147445,0.041111812,0.038778175,0.06401097,0.063136086,0.056279153,0.07763525,0.07512771,0.106136546,0.08391109,0.06190987,0.04236253,0.05597477,0.07044639,0.07674354,0.07857331,0.035065733,0.06480839,0.06900369,0.06999342,0.0690513,0.07209749,0.051758032,0.06453692,0.044563778,0.058327764,0.04025016,0.09055546,0.06080632,0.105489895,0.055725053,0.04053063,0.09995592,0.04962843,0.07851081,0.09575378,0.06417002,0.06431464,0.08721745,0.059010938,0.057079118,0.055342104,0.04801081
0.09195476,0.038689133,0.07490127,0.044517823,0.08371776,0.07438284,0.07325511,0.05484602,0.072734706,0.084225796,0.06739053,0.028569523,0.06962566,0.088848904,0.051449597,0.033207644,0.08412894,0.037381575,0.052648675,0.08160507,0.055212446,0.04662458,0.082658805,0.03488433,0.042843748,0.058495805,0.055074044,0.04789562,0.07143674,0.07920844,0.08993839,0.0773273,0.059108034,0.040114842,0.051665332,0.044834774,0.06713633,0.08076672,0.039094947,0.058784552,0.060204,0.04208898,0.07120817,0.06692961,0.052132353,0.05850173,0.05113133,0.06069783,0.04656371,0.08951027,0.05669808,0.09652158,0.045991346,0.03862328,0.094983935,0.04196394,0.07778886,0.09056409,0.06939012,0.060431823,0.08503684,0.051249698,0.055277683,0.05889204,0.044969752
