epoch,test_acc,test_acc_class_1,test_acc_class_2,test_acc_class_3,test_acc_class_4,test_acc_class_5,test_acc_class_6,test_acc_class_7,test_acc_class_8,test_acc_class_9,test_acc_class_10,test_acc_class_11,test_acc_class_12,test_acc_class_13,test_acc_class_14,test_acc_class_15,test_acc_class_16,test_acc_class_17,test_acc_class_18,test_acc_class_19,test_acc_class_20,test_acc_class_21,test_acc_class_22,test_acc_class_23,test_acc_class_24,test_acc_class_25,test_acc_class_26,test_acc_class_27,test_acc_class_28,test_acc_class_29,test_acc_class_30,test_acc_class_31
35,79.41072062477814,94.565216,96.34146,100.0,89.02439,66.666664,89.3617,87.91209,69.07217,36.082474,72.83951,89.89899,88.0,94.0,80.61224,98.0,92.92929,87.0,91.489365,84.375,67.36842,72.043015,95.0,88.77551,27.55102,75.55556,76.0,49.0,90.90909,63.636364,69.791664,76.5625
37,79.44621938232162,94.565216,97.560974,100.0,89.02439,66.666664,96.80851,86.81319,67.01031,40.206184,72.83951,88.888885,88.0,91.0,80.61224,98.0,92.92929,89.0,91.489365,80.208336,68.42105,72.043015,93.0,87.755104,31.632652,80.0,76.0,47.0,84.84849,60.60606,72.916664,76.5625
41,79.58821441249556,95.652176,97.560974,100.0,89.02439,55.555557,92.55319,86.81319,68.04124,41.237114,75.30864,88.888885,89.0,93.0,76.53061,92.0,92.92929,90.0,91.489365,80.208336,70.52631,70.96774,93.0,87.755104,30.612246,75.55556,77.333336,51.0,87.878784,69.69697,73.958336,75.0
42,79.90770323038694,95.652176,97.560974,98.611115,87.80488,55.555557,91.489365,86.81319,65.97938,43.29897,72.83951,89.89899,87.0,96.0,76.53061,94.0,92.92929,88.0,90.42553,83.333336,69.47369,73.11828,93.0,90.81633,35.714287,74.44444,77.333336,49.0,84.84849,71.71717,78.125,76.5625
43,80.7596734114306,95.652176,97.560974,100.0,89.02439,58.333332,95.74468,87.91209,70.103096,44.329895,72.83951,91.91919,88.0,92.0,77.55102,93.0,92.92929,88.0,92.55319,85.416664,74.73684,72.043015,94.0,88.77551,38.77551,76.666664,76.0,48.0,90.90909,64.64646,79.166664,79.6875
49,80.93716719914804,95.652176,97.560974,100.0,89.02439,66.666664,87.23404,86.81319,68.04124,51.54639,76.54321,92.92929,88.0,94.0,84.69388,97.0,92.92929,89.0,88.297874,80.208336,68.42105,73.11828,93.0,91.83673,46.938774,78.888885,62.666668,50.0,84.84849,68.68687,81.25,76.5625
51,81.15015974440895,95.652176,97.560974,98.611115,89.02439,66.666664,91.489365,86.81319,69.07217,43.29897,77.77778,91.91919,89.0,98.0,80.61224,93.0,92.92929,88.0,89.3617,84.375,69.47369,73.11828,94.0,89.79592,42.857143,75.55556,77.333336,51.0,84.84849,70.70707,82.291664,78.125
52,81.22115725949591,95.652176,97.560974,100.0,89.02439,63.88889,89.3617,86.81319,68.04124,49.484535,76.54321,92.92929,89.0,96.0,80.61224,94.0,92.92929,88.0,90.42553,84.375,70.52631,73.11828,94.0,90.81633,38.77551,80.0,73.333336,50.0,86.86869,70.70707,81.25,78.125
53,81.43414980475683,95.652176,97.560974,100.0,89.02439,63.88889,90.42553,86.81319,69.07217,50.515465,80.24691,91.91919,89.0,95.0,80.61224,98.0,92.92929,88.0,89.3617,85.416664,69.47369,72.043015,94.0,89.79592,44.89796,78.888885,70.666664,52.0,86.86869,69.69697,79.166664,76.5625
55,81.75363862264821,96.73913,97.560974,98.611115,89.02439,66.666664,89.3617,86.81319,69.07217,49.484535,79.012344,93.93939,89.0,98.0,86.734695,97.0,92.92929,89.0,89.3617,82.291664,70.52631,72.043015,94.0,88.77551,41.836735,80.0,70.666664,50.0,84.84849,72.72727,85.416664,76.5625
57,81.82463613773518,95.652176,97.560974,100.0,90.243904,61.11111,91.489365,86.81319,77.31959,53.608246,79.012344,92.92929,88.0,95.0,79.591835,97.0,93.93939,87.0,89.3617,82.291664,72.63158,73.11828,93.0,88.77551,40.816326,82.22222,68.0,51.0,87.878784,71.71717,81.25,79.6875
59,81.89563365282216,94.565216,97.560974,97.22222,89.02439,63.88889,93.61702,86.81319,77.31959,48.45361,81.48148,91.91919,88.0,95.0,81.63265,95.0,93.93939,88.0,90.42553,83.333336,68.42105,73.11828,93.0,90.81633,47.959183,78.888885,68.0,50.0,88.888885,71.71717,83.333336,79.6875
61,82.39261625843095,96.73913,97.560974,100.0,89.02439,61.11111,75.53191,86.81319,79.38145,67.01031,79.012344,91.91919,88.0,98.0,80.61224,96.0,92.92929,87.0,92.55319,83.333336,70.52631,73.11828,93.0,89.79592,53.061226,78.888885,70.666664,49.0,88.888885,73.73737,82.291664,78.125
62,82.42811501597444,95.652176,97.560974,98.611115,89.02439,61.11111,87.23404,86.81319,79.38145,60.82474,79.012344,91.91919,88.0,98.0,79.591835,96.0,92.92929,85.0,91.489365,85.416664,68.42105,73.11828,94.0,91.83673,52.040817,78.888885,69.333336,50.0,87.878784,73.73737,82.291664,79.6875
63,83.63507277245296,95.652176,97.560974,98.611115,89.02439,61.11111,94.680855,86.81319,79.38145,77.31959,80.24691,91.91919,89.0,99.0,81.63265,94.0,92.92929,88.0,90.42553,84.375,69.47369,73.11828,93.0,91.83673,55.10204,78.888885,70.666664,49.0,87.878784,78.78788,83.333336,76.5625
69,84.02555910543131,95.652176,100.0,97.22222,89.02439,66.666664,95.74468,86.81319,84.53608,76.28866,81.48148,91.91919,89.0,95.0,80.61224,94.0,93.93939,87.0,91.489365,81.25,71.57895,73.11828,94.0,90.81633,51.02041,80.0,66.666664,49.0,89.89899,83.83839,86.458336,81.25
71,84.13205537806176,95.652176,98.78049,98.611115,89.02439,66.666664,93.61702,86.81319,81.4433,74.22681,79.012344,91.91919,89.0,95.0,80.61224,99.0,93.93939,87.0,89.3617,82.291664,69.47369,73.11828,94.0,93.87755,51.02041,80.0,66.666664,49.0,90.90909,87.878784,86.458336,84.375
73,84.45154419595315,95.652176,97.560974,97.22222,89.02439,69.44444,93.61702,86.81319,79.38145,75.25773,79.012344,90.90909,90.0,97.0,83.67347,98.0,93.93939,87.0,88.297874,81.25,69.47369,73.11828,95.0,91.83673,53.061226,81.111115,65.333336,56.0,91.91919,85.85859,88.541664,84.375
80,84.48704295349663,95.652176,98.78049,97.22222,90.243904,72.22222,95.74468,86.81319,80.41237,78.35052,79.012344,91.91919,89.0,97.0,80.61224,97.0,93.93939,87.0,90.42553,81.25,72.63158,73.11828,94.0,90.81633,54.081635,80.0,64.0,51.0,91.91919,86.86869,86.458336,84.375
94,84.52254171104012,95.652176,97.560974,97.22222,89.02439,69.44444,94.680855,86.81319,79.38145,76.28866,79.012344,91.91919,89.0,94.0,81.63265,98.0,93.93939,87.0,88.297874,83.333336,71.57895,73.11828,95.0,91.83673,59.183674,77.77778,64.0,55.0,91.91919,86.86869,85.416664,87.5
95,84.62903798367057,95.652176,98.78049,98.611115,89.02439,69.44444,92.55319,86.81319,79.38145,78.35052,79.012344,91.91919,89.0,93.0,81.63265,100.0,92.92929,87.0,88.297874,86.458336,70.52631,73.11828,95.0,89.79592,59.183674,78.888885,64.0,55.0,92.92929,84.84849,86.458336,87.5
106,84.87752928647497,95.652176,98.78049,97.22222,89.02439,69.44444,93.61702,86.81319,79.38145,76.28866,79.012344,91.91919,89.0,96.0,80.61224,98.0,94.94949,87.0,86.17021,87.5,69.47369,73.11828,96.0,90.81633,61.22449,76.666664,64.0,62.0,93.93939,84.84849,87.5,84.375
107,85.01952431664891,95.652176,98.78049,97.22222,89.02439,69.44444,95.74468,86.81319,79.38145,76.28866,79.012344,91.91919,89.0,97.0,80.61224,98.0,94.94949,87.0,87.23404,86.458336,70.52631,73.11828,95.0,92.85714,63.265305,76.666664,64.0,53.0,93.93939,87.878784,90.625,84.375
114,85.44550940717075,95.652176,98.78049,95.833336,89.02439,66.666664,96.80851,86.81319,80.41237,76.28866,79.012344,91.91919,89.0,94.0,85.71429,94.0,95.959595,87.0,87.23404,88.541664,70.52631,73.11828,96.0,91.83673,64.28571,76.666664,64.0,69.0,93.93939,84.84849,87.5,84.375
154,85.62300319488818,95.652176,97.560974,97.22222,89.02439,66.666664,92.55319,86.81319,77.31959,76.28866,80.24691,91.91919,89.0,94.0,82.65306,99.0,94.94949,87.0,88.297874,87.5,70.52631,73.11828,96.0,90.81633,72.44898,76.666664,70.666664,65.0,93.93939,85.85859,88.541664,84.375
155,85.69400070997516,95.652176,97.560974,97.22222,89.02439,66.666664,92.55319,86.81319,77.31959,76.28866,95.06173,91.91919,89.0,94.0,82.65306,99.0,94.94949,87.0,87.23404,87.5,70.52631,73.11828,96.0,90.81633,68.36735,75.55556,66.666664,63.0,96.969696,84.84849,87.5,84.375
179,86.19098331558395,95.652176,96.34146,88.888885,89.02439,72.22222,94.680855,87.91209,79.38145,76.28866,80.24691,91.91919,89.0,94.0,84.69388,100.0,94.94949,87.0,88.297874,87.5,72.63158,66.666664,96.0,91.83673,72.44898,76.666664,69.333336,83.0,92.92929,84.84849,89.583336,84.375
