epoch,test_acc,test_acc_class_1,test_acc_class_2,test_acc_class_3,test_acc_class_4,test_acc_class_5,test_acc_class_6,test_acc_class_7,test_acc_class_8,test_acc_class_9,test_acc_class_10,test_acc_class_11,test_acc_class_12,test_acc_class_13,test_acc_class_14,test_acc_class_15,test_acc_class_16,test_acc_class_17,test_acc_class_18,test_acc_class_19,test_acc_class_20,test_acc_class_21,test_acc_class_22,test_acc_class_23,test_acc_class_24,test_acc_class_25,test_acc_class_26,test_acc_class_27,test_acc_class_28,test_acc_class_29,test_acc_class_30,test_acc_class_31
0,64.74973375931842,88.04348,96.34146,97.22222,90.243904,50.0,88.297874,90.10989,41.237114,15.463918,60.493828,89.89899,83.0,72.0,45.918365,81.0,91.91919,92.0,84.04256,16.666666,64.210526,40.860214,80.0,86.734695,14.285714,66.666664,73.333336,43.0,53.535355,32.32323,38.541668,42.1875
1,64.96272630457933,82.608696,97.560974,98.611115,74.39024,55.555557,86.17021,86.81319,48.45361,19.58763,74.07407,87.878784,83.0,82.0,38.77551,86.0,91.91919,85.0,88.297874,25.0,58.94737,45.16129,71.0,89.79592,16.32653,54.444443,74.666664,47.0,52.525253,35.353535,42.708332,37.5
2,66.73766418175364,90.21739,97.560974,98.611115,80.48781,52.77778,90.42553,86.81319,49.484535,18.556702,74.07407,89.89899,84.0,86.0,34.69388,87.0,92.92929,92.0,89.3617,26.041666,64.210526,41.935482,83.0,80.61224,17.34694,61.11111,74.666664,47.0,69.69697,32.32323,36.458332,39.0625
3,70.42953496627618,90.21739,97.560974,98.611115,85.36585,55.555557,86.17021,90.10989,59.793816,22.680412,70.37037,92.92929,84.0,87.0,53.061226,94.0,92.92929,90.0,92.55319,34.375,63.157894,52.68817,87.0,89.79592,18.367348,68.888885,76.0,47.0,72.72727,34.343433,42.708332,53.125
4,72.27547035853745,92.391304,97.560974,98.611115,86.585365,58.333332,88.297874,89.01099,60.82474,27.835052,64.19753,93.93939,87.0,91.0,58.163265,88.0,92.92929,94.0,93.61702,40.625,65.26316,62.365593,93.0,89.79592,19.387754,68.888885,77.333336,47.0,75.757576,41.414143,44.791668,48.4375
5,73.94391196308129,94.565216,97.560974,100.0,89.02439,58.333332,88.297874,89.01099,64.948456,36.082474,70.37037,92.92929,88.0,91.0,58.163265,95.0,92.92929,89.0,93.61702,41.666668,68.42105,63.44086,93.0,89.79592,18.367348,74.44444,77.333336,45.0,79.79798,38.38384,52.083332,60.9375
6,74.6893858714945,95.652176,97.560974,98.611115,89.02439,63.88889,90.42553,90.10989,62.886597,38.14433,76.54321,91.91919,86.0,92.0,62.2449,93.0,92.92929,91.0,93.61702,43.75,68.42105,66.666664,94.0,87.755104,19.387754,78.888885,77.333336,46.0,80.80808,39.39394,44.791668,67.1875
7,75.39936102236422,91.304344,97.560974,98.611115,87.80488,61.11111,89.3617,89.01099,62.886597,39.17526,77.77778,91.91919,88.0,91.0,69.38776,95.0,92.92929,91.0,93.61702,48.958332,68.42105,69.89247,92.0,88.77551,20.408163,78.888885,77.333336,46.0,83.83839,39.39394,54.166668,60.9375
8,75.50585729499467,97.82609,97.560974,98.611115,89.02439,61.11111,92.55319,89.01099,63.917526,38.14433,77.77778,93.93939,90.0,91.0,67.34694,90.0,92.92929,92.0,93.61702,52.083332,70.52631,70.96774,93.0,81.63265,20.408163,76.666664,73.333336,47.0,81.818184,38.38384,54.166668,64.0625
9,76.53532126375576,93.478264,97.560974,98.611115,89.02439,72.22222,91.489365,89.01099,61.85567,38.14433,75.30864,90.90909,87.0,92.0,74.4898,93.0,92.92929,93.0,93.61702,60.416668,72.63158,68.81721,95.0,88.77551,21.428572,81.111115,77.333336,47.0,80.80808,42.424244,53.125,65.625
10,77.56478523251687,97.82609,98.78049,98.611115,89.02439,72.22222,93.61702,89.01099,67.01031,39.17526,75.30864,91.91919,88.0,98.0,70.408165,89.0,92.92929,92.0,93.61702,67.708336,74.73684,73.11828,95.0,89.79592,19.387754,82.22222,76.0,47.0,77.77778,49.49495,55.208332,64.0625
28,77.99077032303869,95.652176,97.560974,100.0,91.46342,61.11111,92.55319,86.81319,67.01031,36.082474,72.83951,90.90909,83.0,96.0,81.63265,94.0,94.94949,88.0,89.3617,82.291664,65.26316,72.043015,94.0,87.755104,22.44898,71.111115,69.333336,45.0,85.85859,60.60606,66.666664,71.875
29,78.59424920127796,96.73913,97.560974,100.0,89.02439,61.11111,91.489365,86.81319,67.01031,35.051548,72.83951,88.888885,88.0,95.0,81.63265,96.0,93.93939,88.0,92.55319,80.208336,67.36842,73.11828,95.0,87.755104,22.44898,72.22222,70.666664,51.0,80.80808,63.636364,72.916664,71.875
