0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.90750676,0.95089066,0.8798092,0.8748387,0.9414356,0.8328411,0.91034317,0.8617094,0.8688397,0.92561597,0.9365552,0.90035707,0.8745029,0.8727951,0.84173286,0.7886912,0.91174537,0.92609614,0.9072388,0.95818394,0.88049966,0.927705,0.805823,0.84350365,0.84093654,0.8740846,0.9436274,0.84929186,0.88253206,0.91089034,0.8350526
0.89924043,0.9495681,0.91025907,0.8704741,0.9432213,0.89816105,0.8988148,0.83911586,0.8571017,0.90864676,0.9269973,0.9230435,0.85609347,0.87880605,0.80491424,0.78948414,0.88408446,0.9179973,0.8825341,0.9502337,0.8910465,0.91526675,0.7923654,0.84479505,0.79225737,0.824444,0.94180787,0.846532,0.8701879,0.89639056,0.8204724
0.88915986,0.9420703,0.9132148,0.89405197,0.93211687,0.83342904,0.89926624,0.85995644,0.87411255,0.9053471,0.9265314,0.9090294,0.8680755,0.9016706,0.8144239,0.7889168,0.8798259,0.90789497,0.88447493,0.93563277,0.8792532,0.9054218,0.7863147,0.83546764,0.8213279,0.80842185,0.92063254,0.8581183,0.8643604,0.87159824,0.80023247
0.90495825,0.95557624,0.92721885,0.8795521,0.9370564,0.83305246,0.8981758,0.8492409,0.8769478,0.93494344,0.9142889,0.91756076,0.8629495,0.8948102,0.8037511,0.78975344,0.8796429,0.9016358,0.88893807,0.9371089,0.8764249,0.91040313,0.7946937,0.8452494,0.8477303,0.7976262,0.90937966,0.8550597,0.86861587,0.8627614,0.8160243
0.89660865,0.9468052,0.9179054,0.8941608,0.9452327,0.89925456,0.9045459,0.85789645,0.86624414,0.94829077,0.9326786,0.9311581,0.87323844,0.9028392,0.75961035,0.78766763,0.896747,0.90083236,0.89171356,0.931573,0.8864903,0.91499704,0.8196472,0.84327483,0.8602885,0.8264523,0.92861867,0.8568283,0.84049386,0.89024967,0.80678076
0.92156297,0.95593613,0.90555847,0.9141647,0.962169,0.8954155,0.92115,0.8699033,0.8690885,0.9494331,0.9351925,0.9127204,0.85012805,0.8790841,0.7710687,0.8020046,0.88977116,0.9217676,0.89299786,0.93557084,0.88354194,0.91652364,0.81537044,0.8558013,0.8742068,0.74065876,0.9455786,0.8589681,0.842469,0.8972696,0.81587356
0.9420786,0.94165504,0.9103327,0.9488133,0.9650135,0.9021546,0.92864925,0.86251163,0.84340596,0.95688075,0.9410373,0.9510969,0.89015615,0.89100736,0.7861927,0.7970307,0.8701994,0.9105749,0.90119964,0.94788367,0.8886211,0.9246181,0.80631346,0.8636736,0.880133,0.76064736,0.9517222,0.8551899,0.8382966,0.93710434,0.8274585
0.94676226,0.962796,0.9225932,0.9324419,0.9570942,0.8964537,0.91845065,0.86681175,0.84850174,0.9677751,0.9308727,0.9408475,0.87545234,0.87761897,0.78393716,0.7942613,0.894239,0.8913673,0.91353846,0.94813854,0.9031167,0.9385113,0.8074703,0.8788192,0.8933803,0.73820263,0.94113505,0.85762763,0.8613554,0.92644316,0.8461981
0.94776165,0.96809036,0.91404223,0.93972737,0.9565775,0.91367877,0.94106317,0.8540983,0.8401816,0.9564399,0.958554,0.96539277,0.8823682,0.89613175,0.7895682,0.8078903,0.9129105,0.8880086,0.9279859,0.9399121,0.8761901,0.91803944,0.8118218,0.8875492,0.8935899,0.722443,0.9502925,0.85832673,0.83540154,0.93979526,0.83097947
0.95881087,0.9774948,0.91273874,0.93627137,0.9583221,0.9127244,0.93498623,0.8794732,0.86779755,0.97510725,0.9476109,0.9565791,0.89649105,0.87984914,0.80096275,0.79319465,0.9098213,0.8863154,0.9412794,0.9415927,0.8984609,0.91966933,0.8341625,0.8930418,0.88077986,0.7408392,0.9529226,0.8352358,0.8491713,0.9423051,0.8584157
0.9600947,0.9809022,0.929688,0.94895285,0.9579601,0.92399895,0.92589223,0.89995396,0.8291385,0.9668717,0.9520813,0.959868,0.89410746,0.8921328,0.8061054,0.82322836,0.9038495,0.8962785,0.94101435,0.9525664,0.877058,0.9129929,0.800583,0.8846125,0.8854323,0.69915813,0.9588547,0.85115176,0.8480061,0.92857367,0.84511364
0.95238477,0.97602296,0.8926582,0.9438714,0.9607576,0.9343946,0.93588185,0.878994,0.86523813,0.97405636,0.9386584,0.95588094,0.90252185,0.9078907,0.8187198,0.8051962,0.9035692,0.8847355,0.9521767,0.9560664,0.8838418,0.91264325,0.8199138,0.89152026,0.88268524,0.71463776,0.9576767,0.8617693,0.8268568,0.9436185,0.8378957
0.96642715,0.97580546,0.92883474,0.9381336,0.9369835,0.9338596,0.9572277,0.8965672,0.8717859,0.97583437,0.945596,0.9557019,0.9003306,0.9198387,0.81047136,0.79168683,0.9125412,0.8736863,0.9517531,0.96534806,0.88623,0.89848167,0.8210381,0.89771205,0.87511486,0.7143475,0.96644545,0.8649515,0.8555789,0.94024605,0.86125374
0.9729549,0.98155075,0.9214791,0.93203676,0.91148436,0.94211435,0.93995327,0.87161213,0.8548152,0.9497314,0.94642335,0.96707225,0.90040654,0.89646506,0.8111973,0.8033505,0.9085833,0.8780376,0.9589817,0.95444584,0.87819755,0.9198177,0.80588543,0.8900729,0.86303496,0.7277372,0.9724978,0.8684691,0.82531965,0.93323594,0.8681441
0.9677691,0.98210585,0.9507295,0.9547427,0.9233499,0.9486628,0.94998306,0.90308154,0.85396063,0.9749216,0.9556656,0.9761738,0.89308923,0.88846993,0.8225756,0.8065426,0.89169997,0.8785848,0.9538689,0.937329,0.89109623,0.9051345,0.83019197,0.9081436,0.8712136,0.6863464,0.96478516,0.79581094,0.8200961,0.9526437,0.8832623
