epoch,test_acc,test_acc_class_1,test_acc_class_2,test_acc_class_3,test_acc_class_4,test_acc_class_5,test_acc_class_6,test_acc_class_7,test_acc_class_8,test_acc_class_9,test_acc_class_10,test_acc_class_11,test_acc_class_12,test_acc_class_13,test_acc_class_14,test_acc_class_15,test_acc_class_16,test_acc_class_17,test_acc_class_18,test_acc_class_19,test_acc_class_20,test_acc_class_21,test_acc_class_22,test_acc_class_23,test_acc_class_24,test_acc_class_25,test_acc_class_26,test_acc_class_27,test_acc_class_28,test_acc_class_29,test_acc_class_30,test_acc_class_31,test_acc_class_32,test_acc_class_33,test_acc_class_34,test_acc_class_35,test_acc_class_36,test_acc_class_37,test_acc_class_38,test_acc_class_39,test_acc_class_40,test_acc_class_41,test_acc_class_42,test_acc_class_43,test_acc_class_44,test_acc_class_45,test_acc_class_46,test_acc_class_47,test_acc_class_48,test_acc_class_49,test_acc_class_50,test_acc_class_51,test_acc_class_52,test_acc_class_53,test_acc_class_54,test_acc_class_55,test_acc_class_56,test_acc_class_57,test_acc_class_58,test_acc_class_59,test_acc_class_60,test_acc_class_61,test_acc_class_62,test_acc_class_63,test_acc_class_64,test_acc_class_65
0,55.91264933305952,79.72973,68.29269,66.666664,60.0,78.666664,55.555557,55.0,66.666664,90.0,80.26316,42.028984,68.0,34.090908,65.0,82.5,47.826088,26.666666,11.111111,66.666664,20.0,77.27273,86.95652,94.44444,45.0,34.782608,65.0,20.0,36.708862,67.391304,77.77778,75.0,69.38776,47.058823,15.0,11.904762,40.625,72.22222,95.918365,42.857143,10.0,42.105263,63.157894,65.0,15.384615,0.0,33.333332,75.0,23.404255,48.97959,73.333336,70.0,70.0,50.0,48.780487,71.73913,62.5,75.0,50.0,22.5,18.75,47.727272,16.27907,60.0,52.38095,62.5
1,57.148743288773396,79.72973,80.48781,62.962963,57.5,85.333336,55.555557,42.5,63.636364,90.0,76.31579,52.173912,32.0,38.636364,55.0,82.5,56.52174,26.666666,16.666666,76.190475,26.666666,77.27273,82.608696,94.44444,45.0,32.608696,67.5,22.5,32.911392,58.695652,94.44444,75.0,53.061226,56.862743,5.0,7.142857,25.0,77.77778,91.83673,47.61905,50.0,57.894737,73.68421,70.0,15.384615,0.0,33.333332,54.166668,53.19149,61.22449,73.333336,65.0,80.0,38.095238,51.219513,80.434784,50.0,75.0,50.0,32.5,18.75,68.181816,18.60465,65.0,57.142857,75.0
2,57.47836835756683,78.37838,70.731705,48.148148,60.0,73.333336,62.626263,47.5,69.69697,75.0,77.63158,37.68116,44.0,29.545454,52.5,87.5,56.52174,26.666666,22.222221,80.95238,37.77778,72.72727,84.78261,95.55556,45.0,50.0,72.5,20.0,32.911392,45.652172,94.44444,70.833336,48.97959,58.82353,25.0,11.904762,43.75,66.666664,93.87755,47.61905,45.0,57.894737,68.42105,80.0,26.923077,10.526316,44.444443,75.0,46.80851,59.183674,73.333336,75.0,73.333336,50.0,58.536587,78.26087,45.0,70.0,56.52174,30.0,43.75,52.272728,11.627907,75.0,47.61905,75.0
4,57.72558712890525,83.78378,73.17073,51.851852,67.5,77.333336,61.61616,47.5,66.666664,90.0,72.36842,52.173912,56.0,31.818182,65.0,70.0,60.869564,20.0,27.777779,80.95238,33.333332,77.27273,84.78261,95.55556,45.0,41.304348,82.5,27.5,39.240505,60.869564,83.333336,69.44444,42.857143,60.784313,25.0,16.666666,28.125,72.22222,91.83673,47.61905,20.0,57.894737,78.947365,75.0,19.23077,10.526316,50.0,62.5,46.80851,61.22449,80.0,70.0,80.0,47.61905,41.463413,60.869564,55.0,70.0,54.347828,22.5,25.0,59.090908,16.27907,50.0,57.142857,75.0
6,58.055212192983355,86.48649,75.60976,55.555557,62.5,74.666664,47.474747,55.0,78.78788,85.0,69.73684,49.275364,52.0,31.818182,57.5,90.0,52.173912,26.666666,16.666666,80.95238,35.555557,77.27273,73.91304,94.44444,45.0,52.173912,77.5,35.0,32.911392,63.04348,88.888885,65.27778,55.10204,56.862743,20.0,16.666666,31.25,72.22222,89.79592,66.666664,30.0,52.63158,73.68421,80.0,23.076923,5.263158,55.555557,62.5,51.06383,51.02041,86.666664,60.0,66.666664,50.0,53.658535,82.608696,57.5,60.0,52.173912,35.0,37.5,61.363636,6.976744,65.0,61.904762,81.25
7,63.61763492453771,93.24324,75.60976,74.07407,72.5,90.666664,60.60606,45.0,78.78788,80.0,76.31579,57.971016,56.0,50.0,65.0,92.5,47.826088,20.0,27.777779,76.190475,33.333332,72.72727,80.434784,95.55556,50.0,45.652172,82.5,30.0,60.759495,84.78261,88.888885,81.94444,65.30612,47.058823,20.0,14.285714,46.875,77.77778,91.83673,52.38095,25.0,52.63158,78.947365,80.0,23.076923,5.263158,50.0,70.833336,61.70213,69.38776,86.666664,65.0,76.666664,69.04762,51.219513,84.78261,57.5,75.0,52.173912,37.5,37.5,65.90909,11.627907,50.0,57.142857,81.25
8,66.3370416371676,95.945946,75.60976,70.37037,72.5,93.333336,67.676765,47.5,78.78788,90.0,80.26316,79.710144,56.0,22.727272,67.5,97.5,69.565216,20.0,27.777779,85.71429,44.444443,72.72727,91.304344,94.44444,45.0,34.782608,82.5,25.0,60.759495,86.95652,94.44444,79.166664,65.30612,70.588234,25.0,11.904762,50.0,83.333336,91.83673,47.61905,20.0,57.894737,89.47369,75.0,38.46154,5.263158,50.0,75.0,59.574467,59.183674,93.333336,70.0,80.0,73.809525,48.780487,86.95652,57.5,85.0,50.0,65.0,43.75,65.90909,9.302325,55.0,80.95238,81.25
9,66.83147920184928,95.945946,75.60976,66.666664,75.0,92.0,80.80808,50.0,78.78788,85.0,81.57895,66.666664,52.0,45.454544,72.5,97.5,52.173912,60.0,27.777779,80.95238,55.555557,72.72727,95.652176,94.44444,45.0,39.130436,92.5,30.0,78.48101,80.434784,88.888885,75.0,69.38776,58.82353,45.0,23.809525,50.0,83.333336,95.918365,61.904762,15.0,52.63158,73.68421,80.0,26.923077,10.526316,55.555557,66.666664,61.70213,55.10204,86.666664,70.0,80.0,66.666664,51.219513,89.13043,45.0,75.0,52.173912,10.0,37.5,68.181816,13.953488,60.0,76.190475,81.25
10,67.07869799047721,95.945946,75.60976,74.07407,67.5,93.333336,73.73737,52.5,66.666664,95.0,73.68421,73.91304,52.0,45.454544,75.0,92.5,47.826088,40.0,27.777779,80.95238,64.44444,72.72727,93.478264,95.55556,40.0,45.652172,92.5,32.5,78.48101,86.95652,88.888885,87.5,69.38776,58.82353,35.0,26.190475,46.875,83.333336,89.79592,52.38095,25.0,52.63158,78.947365,80.0,34.615383,10.526316,55.555557,79.166664,61.70213,57.142857,80.0,65.0,90.0,64.28571,48.780487,95.652176,55.0,80.0,45.652172,7.5,43.75,70.454544,6.976744,45.0,76.190475,81.25
11,67.82035436893521,93.24324,82.92683,74.07407,77.5,93.333336,73.73737,45.0,69.69697,85.0,78.947365,76.81159,64.0,45.454544,77.5,97.5,47.826088,53.333332,27.777779,80.95238,55.555557,72.72727,91.304344,94.44444,50.0,45.652172,90.0,25.0,81.01266,80.434784,94.44444,83.333336,69.38776,64.70588,40.0,26.190475,50.0,83.333336,95.918365,57.142857,15.0,57.894737,78.947365,90.0,38.46154,10.526316,55.555557,83.333336,68.085106,63.265305,86.666664,60.0,73.333336,64.28571,58.536587,91.304344,60.0,70.0,52.173912,5.0,37.5,61.363636,11.627907,40.0,80.95238,81.25
