epoch,test_acc,test_acc_class_1,test_acc_class_2,test_acc_class_3,test_acc_class_4,test_acc_class_5,test_acc_class_6,test_acc_class_7,test_acc_class_8,test_acc_class_9,test_acc_class_10,test_acc_class_11,test_acc_class_12,test_acc_class_13,test_acc_class_14,test_acc_class_15,test_acc_class_16,test_acc_class_17,test_acc_class_18,test_acc_class_19,test_acc_class_20,test_acc_class_21,test_acc_class_22,test_acc_class_23,test_acc_class_24,test_acc_class_25,test_acc_class_26,test_acc_class_27,test_acc_class_28,test_acc_class_29,test_acc_class_30,test_acc_class_31,test_acc_class_32,test_acc_class_33,test_acc_class_34,test_acc_class_35,test_acc_class_36,test_acc_class_37,test_acc_class_38,test_acc_class_39,test_acc_class_40,test_acc_class_41,test_acc_class_42,test_acc_class_43,test_acc_class_44,test_acc_class_45,test_acc_class_46,test_acc_class_47,test_acc_class_48,test_acc_class_49,test_acc_class_50,test_acc_class_51,test_acc_class_52,test_acc_class_53,test_acc_class_54,test_acc_class_55,test_acc_class_56,test_acc_class_57,test_acc_class_58,test_acc_class_59,test_acc_class_60,test_acc_class_61,test_acc_class_62,test_acc_class_63,test_acc_class_64,test_acc_class_65
0,55.91264933305952,79.72973,68.29269,66.666664,60.0,78.666664,55.555557,55.0,66.666664,90.0,80.26316,42.028984,68.0,34.090908,65.0,82.5,47.826088,26.666666,11.111111,66.666664,20.0,77.27273,86.95652,94.44444,45.0,34.782608,65.0,20.0,36.708862,67.391304,77.77778,75.0,69.38776,47.058823,15.0,11.904762,40.625,72.22222,95.918365,42.857143,10.0,42.105263,63.157894,65.0,15.384615,0.0,33.333332,75.0,23.404255,48.97959,73.333336,70.0,70.0,50.0,48.780487,71.73913,62.5,75.0,50.0,22.5,18.75,47.727272,16.27907,60.0,52.38095,62.5
1,57.39596207740133,79.72973,80.48781,66.666664,57.5,85.333336,55.555557,40.0,63.636364,90.0,77.63158,49.275364,32.0,38.636364,55.0,82.5,56.52174,26.666666,16.666666,76.190475,28.88889,77.27273,80.434784,94.44444,45.0,36.95652,67.5,22.5,32.911392,58.695652,94.44444,76.388885,55.10204,56.862743,5.0,7.142857,25.0,72.22222,91.83673,47.61905,50.0,57.894737,73.68421,70.0,15.384615,0.0,33.333332,54.166668,55.31915,61.22449,73.333336,65.0,80.0,38.095238,51.219513,80.434784,50.0,75.0,52.173912,35.0,18.75,68.181816,20.930233,65.0,57.142857,75.0
2,59.20889984809866,83.78378,65.85366,48.148148,60.0,80.0,67.676765,47.5,69.69697,80.0,77.63158,37.68116,48.0,34.090908,57.5,87.5,56.52174,26.666666,22.222221,80.95238,37.77778,72.72727,89.13043,95.55556,45.0,45.652172,77.5,20.0,35.44304,52.173912,94.44444,75.0,51.02041,62.7451,30.0,11.904762,43.75,66.666664,93.87755,47.61905,50.0,57.894737,68.42105,80.0,26.923077,5.263158,44.444443,79.166664,46.80851,59.183674,80.0,75.0,73.333336,50.0,58.536587,80.434784,45.0,70.0,56.52174,30.0,50.0,63.636364,11.627907,75.0,52.38095,75.0
3,60.44499382896093,81.08108,82.92683,66.666664,65.0,89.333336,69.69697,50.0,69.69697,80.0,76.31579,47.826088,56.0,36.363636,62.5,90.0,56.52174,40.0,16.666666,76.190475,31.11111,77.27273,91.304344,97.77778,45.0,36.95652,92.5,42.5,36.708862,69.565216,88.888885,76.388885,53.061226,60.784313,10.0,11.904762,46.875,72.22222,95.918365,57.142857,15.0,57.894737,73.68421,70.0,23.076923,0.0,55.555557,70.833336,36.17021,48.97959,80.0,60.0,80.0,50.0,46.341465,86.95652,50.0,70.0,54.347828,20.0,37.5,63.636364,11.627907,65.0,71.42857,75.0
4,63.49402555537214,94.5946,75.60976,59.25926,70.0,92.0,67.676765,52.5,69.69697,90.0,78.947365,55.072464,52.0,34.090908,65.0,92.5,65.21739,20.0,27.777779,80.95238,33.333332,77.27273,91.304344,97.77778,50.0,50.0,90.0,27.5,53.16456,78.26087,83.333336,81.94444,53.061226,66.666664,25.0,14.285714,28.125,72.22222,95.918365,52.38095,20.0,57.894737,84.210526,85.0,23.076923,5.263158,50.0,75.0,51.06383,61.22449,93.333336,60.0,83.333336,52.38095,48.780487,78.26087,60.0,75.0,60.869564,32.5,31.25,68.181816,16.27907,50.0,71.42857,75.0
5,64.19447877724376,89.189186,78.04878,74.07407,70.0,93.333336,68.68687,57.5,69.69697,80.0,84.210526,52.173912,52.0,31.818182,72.5,97.5,65.21739,20.0,27.777779,80.95238,31.11111,72.72727,89.13043,97.77778,50.0,50.0,90.0,30.0,54.430378,73.91304,94.44444,79.166664,55.10204,68.62745,15.0,11.904762,53.125,77.77778,95.918365,52.38095,35.0,52.63158,84.210526,80.0,26.923077,5.263158,55.555557,79.166664,59.574467,61.22449,86.666664,65.0,73.333336,54.761906,43.90244,89.13043,57.5,70.0,56.52174,37.5,31.25,68.181816,9.302325,50.0,61.904762,81.25
6,65.38936960151965,94.5946,78.04878,66.666664,72.5,92.0,66.666664,55.0,81.818184,80.0,81.57895,63.768116,52.0,31.818182,70.0,97.5,52.173912,20.0,27.777779,80.95238,33.333332,72.72727,84.78261,96.666664,50.0,56.52174,92.5,27.5,62.02532,76.08696,88.888885,68.05556,57.142857,66.666664,25.0,11.904762,40.625,83.333336,93.87755,57.142857,35.0,57.894737,78.947365,90.0,23.076923,5.263158,50.0,75.0,55.31915,65.30612,86.666664,55.0,76.666664,61.904762,53.658535,91.304344,65.0,70.0,54.347828,75.0,37.5,68.181816,6.976744,55.0,71.42857,81.25
7,67.65554180546066,94.5946,75.60976,77.77778,77.5,92.0,68.68687,52.5,75.757576,75.0,85.52631,65.21739,56.0,50.0,72.5,97.5,47.826088,26.666666,27.777779,80.95238,31.11111,72.72727,93.478264,97.77778,50.0,50.0,87.5,37.5,73.417725,84.78261,88.888885,84.72222,67.34694,58.82353,25.0,11.904762,50.0,83.333336,95.918365,52.38095,40.0,57.894737,84.210526,85.0,23.076923,5.263158,50.0,75.0,63.82979,67.34694,86.666664,65.0,76.666664,71.42857,53.658535,89.13043,57.5,75.0,50.0,75.0,31.25,68.181816,13.953488,55.0,61.904762,81.25
8,68.76802639200896,95.945946,78.04878,74.07407,75.0,92.0,71.71717,57.5,72.72727,90.0,86.8421,82.608696,56.0,34.090908,77.5,97.5,56.52174,26.666666,27.777779,80.95238,44.444443,72.72727,93.478264,96.666664,45.0,39.130436,87.5,30.0,72.1519,84.78261,94.44444,80.55556,69.38776,72.54902,25.0,9.523809,50.0,83.333336,97.95918,52.38095,20.0,52.63158,84.210526,90.0,30.76923,5.263158,50.0,75.0,61.70213,59.183674,86.666664,70.0,76.666664,73.809525,53.658535,93.478264,57.5,95.0,50.0,80.0,43.75,70.454544,13.953488,50.0,85.71429,75.0
9,68.89163577374873,95.945946,75.60976,70.37037,70.0,90.666664,80.80808,52.5,72.72727,85.0,88.1579,72.46377,52.0,47.727272,72.5,100.0,43.47826,46.666668,27.777779,85.71429,44.444443,77.27273,93.478264,96.666664,55.0,41.304348,92.5,40.0,74.68355,84.78261,88.888885,79.166664,71.42857,58.82353,40.0,11.904762,53.125,83.333336,97.95918,52.38095,20.0,52.63158,73.68421,80.0,38.46154,10.526316,55.555557,70.833336,63.82979,55.10204,80.0,70.0,86.666664,66.666664,58.536587,91.304344,55.0,80.0,50.0,70.0,37.5,70.454544,23.255814,60.0,76.190475,81.25
