,0,1
127,-81.028465,3.2846134
128,-74.264694,5.4199357
129,-78.83717,4.526177
130,-75.854866,10.015848
131,-74.10592,6.6773705
132,-73.56878,6.5664577
133,-73.585945,4.637116
134,-73.953835,6.89924
135,-73.3257,4.198585
136,-77.23458,7.7015176
137,-70.479034,7.7176228
138,-77.021675,5.7696815
139,-73.574776,6.1582713
140,-77.6984,3.985667
141,-76.986115,6.6858845
142,-75.20683,7.362025
143,-78.448875,6.7670765
144,-74.936035,6.6671667
145,-81.02327,3.2869444
146,-75.908936,7.0252905
147,-71.90574,6.201713
148,-75.526764,4.797605
149,-81.03652,3.2748647
150,-75.09478,7.366444
151,-75.41047,10.809766
152,-75.58187,8.94931
153,-74.54565,0.6743183
154,-75.46175,6.910281
155,-74.503654,3.7479353
156,-72.3312,5.4174643
157,-73.33065,2.8521152
158,-76.334984,7.657955
159,-74.9727,7.8875756
160,-77.84032,5.181588
161,-73.94561,7.602912
162,-77.140884,4.5349946
163,-77.011536,6.579832
164,-73.45667,8.52635
165,-75.77633,4.5141315
166,-73.10064,7.350152
167,-75.49921,3.5734088
168,-73.64083,1.4103429
169,-75.28551,6.2399006
170,-75.026474,6.404894
171,-77.423676,2.4714303
172,-75.78039,2.4217675
173,-76.02652,7.4533997
174,-62.03077,-21.150864
175,-59.621433,-19.81683
176,-59.456764,-19.769554
177,-63.2799,-23.792639
178,-60.17684,-21.553709
179,-61.35997,-18.549812
180,-63.00412,-20.831657
181,-62.22309,-20.683107
182,-62.58848,-22.233995
183,-63.33663,-22.25628
184,-63.65294,-21.856869
185,-59.272892,-18.87418
186,-63.37239,-23.708834
187,-63.204594,-22.737541
188,-63.734154,-21.125998
189,-64.33139,-19.444798
190,-61.921432,-21.462246
191,-64.008125,-22.379976
192,-60.942505,-20.509806
193,-58.905556,-21.413832
194,-63.118782,-21.09342
195,-62.542747,-21.22716
196,-64.02947,-22.884815
197,-61.334957,-21.877275
198,-64.43076,-21.701296
199,-65.332184,-24.400635
200,-64.41238,-21.174192
201,-65.07538,-24.990164
202,-65.2077,-21.743353
203,-65.36253,-22.109676
204,-62.319664,-18.85081
205,-60.35762,-19.109518
206,-64.98353,-22.79526
207,-61.2722,-21.078545
208,-62.94999,-20.072697
209,-59.00985,-18.62705
210,-64.30512,-21.299135
211,-62.52694,-21.653708
212,-65.02374,-22.843672
213,-62.693478,-17.424564
214,-63.60442,-20.335398
215,-61.839016,-15.403625
216,-62.98164,-22.150444
217,-61.61457,-21.213112
218,-63.86322,-20.129921
219,-64.05305,-24.580404
220,-60.69991,-15.189862
221,-67.06333,-22.87025
222,-64.94995,-20.83765
223,-65.3198,-24.453653
224,-67.696205,-20.930614
225,-67.14763,-20.748459
226,-61.81937,-15.486507
227,-62.215588,-19.869076
228,-64.097496,-15.6814995
229,-64.21311,-15.879288
230,-66.781105,-20.208216
231,-67.08604,-21.43891
232,-67.10894,-22.84941
233,-67.74358,-21.004581
234,-64.28977,-15.960019
235,-61.610817,-15.114373
236,-60.682484,-19.817009
237,-61.119865,-14.910057
238,-60.543797,-16.044634
239,-64.20887,-22.478096
240,-66.6339,-20.180979
241,-60.50831,-14.888503
242,-61.61922,-15.260487
243,-60.65431,-14.902328
244,-61.57642,-14.635429
245,-61.743637,-22.831123
246,42.89847,-41.322617
247,47.568127,-37.731243
248,47.220676,-37.144737
249,46.624184,-36.23434
250,47.590244,-35.2562
251,41.12027,-40.159637
252,44.00682,-42.799397
253,41.155125,-42.351807
254,45.46729,-38.078804
255,45.348927,-36.04541
256,46.037563,-36.155106
257,42.635014,-40.66737
258,-41.400223,2.7342818
259,44.43293,-37.49478
260,41.17451,-39.480873
261,40.1561,-40.286827
262,44.143837,-35.971554
263,47.60736,-36.572083
264,41.572323,-42.66388
265,44.694786,-40.201885
266,41.152576,-43.25885
267,45.114464,-36.613667
268,40.679966,-39.9607
269,45.576664,-36.866924
270,43.11448,-40.714256
271,42.01775,-39.54474
272,45.515934,-35.631332
273,46.223476,-37.227383
274,41.917484,-42.581608
275,45.101055,-42.209835
276,41.264324,-40.393204
277,40.80971,-39.690716
278,-3.8750713,33.557976
279,44.49856,-40.686348
280,39.703632,-42.30703
281,45.29614,-37.297413
282,43.87107,-36.896183
283,46.43231,-36.679306
284,49.197834,-39.07177
285,47.65116,-37.88864
286,41.627735,-43.003883
287,36.319504,-31.33585
288,40.402355,-40.08157
289,45.70048,-37.138847
290,43.365925,-42.662334
291,40.92362,-39.527016
292,45.709373,-39.768303
293,45.18035,-36.344467
294,20.133106,19.908607
295,42.44859,-40.989815
296,20.265144,19.818039
297,46.31498,-38.982166
298,42.08036,-41.471508
299,39.876213,-42.24357
300,45.33198,-40.82058
301,31.486454,13.978348
302,45.33501,-36.426224
303,45.24045,-42.236736
304,46.341946,-35.38204
305,46.325222,-37.25158
306,47.215305,-37.847813
307,44.3536,-38.4815
308,42.001926,-43.09464
309,48.85434,-38.839996
310,48.620647,-36.948933
311,19.38784,-42.84909
312,19.378553,-42.851624
313,45.936462,-41.85312
314,45.67951,-35.608276
315,45.69662,-36.70966
316,47.74294,-36.242466
317,46.095093,-39.67741
318,45.73099,-37.96559
319,15.564911,15.274521
320,41.339443,-42.19932
321,45.930008,-35.12519
322,42.92784,-42.26297
323,45.736347,-39.30991
324,44.093513,-41.224693
325,42.259106,-39.69336
326,45.98133,-38.670017
327,44.893486,-40.57089
328,-36.129074,-23.40513
329,-16.771355,25.28742
330,-26.49761,-47.34262
331,-27.397972,-50.19176
332,-28.006594,-52.57439
333,-22.507296,-21.10727
334,-25.425713,-49.392708
335,-28.252678,-49.237915
336,-26.487852,-47.416046
337,-9.434205,26.088394
338,-25.492836,-43.71819
339,-22.482714,-21.102354
340,-28.646015,-49.44511
341,-40.78895,10.397075
342,-26.036123,-50.745945
343,-27.540104,-49.99203
344,-25.514801,-50.342754
345,-27.100674,-49.19047
346,-22.703995,-49.96486
347,-18.478163,-19.404282
348,-34.328873,11.50154
349,-25.0109,-47.19462
350,-9.45297,26.08469
351,-26.480206,-50.622253
352,-29.125,-44.851807
353,-26.421179,-50.521233
354,-24.759384,-48.39687
355,-24.691116,-48.265137
356,-25.87614,-50.28308
357,-25.936892,-50.51291
358,-26.431356,-49.534977
359,-14.005826,-60.14827
360,-28.850424,-45.413296
361,-27.38424,-49.25578
362,-25.035,-50.04036
363,-25.67177,-49.735317
364,5.3124676,59.239246
365,4.56055,57.466812
366,5.1037774,57.273697
367,3.4607925,57.120457
368,9.592071,58.544476
369,4.8398027,58.51031
370,6.0108314,56.80759
371,4.9839683,57.42247
372,8.672526,56.009834
373,3.5675585,58.165253
374,4.0600615,59.599415
375,2.2663376,56.667854
376,7.617202,56.84829
377,1.3706614,57.14366
378,9.125683,61.53998
379,2.4529972,56.61827
380,4.7013555,56.72477
381,4.668594,60.743206
382,4.7892327,60.687454
383,6.7041354,64.16623
384,3.4793544,55.92187
385,6.221889,54.206135
386,6.546929,59.813335
387,5.919287,57.535748
388,2.4995587,58.53976
389,5.3142395,61.078465
390,4.6118307,55.801445
391,6.5108128,64.75915
392,5.613168,58.552505
393,9.37831,59.50549
394,6.460239,59.71765
395,5.1186967,64.731346
396,6.504249,59.70239
397,3.0760508,58.10659
398,4.608035,60.530766
399,1.8002727,62.046608
400,4.0917172,58.851486
401,5.2557187,53.65733
402,7.7029796,59.0615
403,1.3987751,59.039303
404,4.264585,55.156883
405,6.2642703,65.49365
406,6.3831887,57.32305
407,8.780326,62.51809
408,3.495128,60.02536
409,5.153285,55.5259
410,5.5452204,56.37054
411,8.898759,61.836494
412,10.4851055,60.396553
413,4.855115,59.63776
414,8.687777,57.951275
415,4.998701,64.78713
416,7.4519005,61.169632
417,9.415489,60.893345
418,2.3307047,59.513996
419,7.286508,59.345715
420,4.511609,56.56126
421,5.6890073,64.20852
422,4.5310593,56.421062
423,-40.074516,13.127877
424,6.461171,64.85428
425,6.188653,65.9968
426,3.5542061,60.61719
427,8.70539,59.3925
428,9.355971,61.36183
429,6.6965714,55.659916
430,10.112868,57.51922
431,8.811218,62.00909
432,3.482199,59.10379
433,1.8322889,62.047096
434,6.7602406,57.976337
435,8.701703,56.04967
436,9.0063305,23.91311
437,7.2083025,56.37949
438,9.997911,61.379917
439,4.9753795,56.64612
440,3.9320278,57.23972
441,8.343212,60.53171
442,3.9508195,57.842476
443,6.2401567,65.13604
444,10.334604,58.910892
445,9.010349,60.380325
446,7.3626623,57.797802
447,5.262,58.330147
448,7.0184426,65.33586
449,8.50538,61.957386
450,8.069138,59.047676
451,6.619199,56.840515
452,5.2249455,63.636543
453,4.84278,58.191277
454,7.120756,63.298233
455,6.9655066,60.474216
456,7.394323,60.03071
457,8.496368,57.924583
458,18.475418,-57.851635
459,17.423738,-54.023712
460,8.069372,-54.832706
461,16.679115,-52.66163
462,16.735455,-53.357533
463,14.989874,-54.402752
464,13.425457,-51.021847
465,18.485909,-57.86354
466,21.923285,-54.855007
467,12.713942,-53.896183
468,17.85281,-52.556465
469,18.082588,-54.20769
470,15.74958,-51.459263
471,13.100345,-53.8718
472,12.8911915,-53.067238
473,15.024064,-50.482063
474,21.208088,-54.13194
475,15.853576,-54.918068
476,20.42209,-58.449215
477,14.121436,-56.142696
478,17.573656,-48.67787
479,19.136618,-53.952423
480,47.07704,-33.416832
481,15.854067,-54.91882
482,18.475767,-51.738464
483,11.141029,-52.922234
484,41.01642,-44.07813
485,14.172267,-54.042915
486,22.052402,-55.089367
487,14.570091,-52.811993
488,18.177027,-54.869774
489,13.221358,-53.845615
490,16.863342,-50.6085
491,14.550862,-51.886677
492,13.096699,-53.933445
493,15.064914,-50.435883
494,14.860902,-53.56548
495,17.10788,-53.31009
496,18.830555,-55.150425
497,16.62974,-51.216183
498,17.228497,-55.49739
499,14.402953,-55.33853
500,12.340713,-52.22789
501,16.797434,-54.239727
502,13.53903,-54.892757
503,11.787226,-50.794098
504,16.681416,-54.16887
505,15.27669,-52.29544
506,15.059568,-55.44524
507,12.32934,-53.720093
508,11.525211,-54.524555
509,14.610324,-54.257153
510,8.078219,-54.833157
511,18.430414,-52.522526
512,8.07739,-54.83452
513,17.640007,-48.64525
514,17.550426,-54.31654
515,-27.432514,-30.158003
516,-15.562306,-7.085665
517,17.7263,-52.762226
518,18.647072,-53.243465
519,15.466839,-52.992554
520,15.731198,-52.506344
521,21.370209,-54.02342
522,16.34813,-56.199764
523,16.330387,-55.64889
524,17.75677,-54.983555
525,12.500067,-55.18249
526,14.003717,-53.966537
527,-26.032377,-21.837637
528,22.09168,-55.169216
529,21.623903,-53.96708
530,18.065117,-55.881096
531,17.892597,-53.9583
532,17.155746,-52.48996
533,18.377737,-53.655884
534,12.064841,-51.65827
535,17.490925,-53.962643
536,-40.962112,10.147813
537,17.258486,-53.536076
538,17.640654,-48.642628
539,12.42159,-51.473297
540,13.675533,-52.389618
541,20.421144,-58.44693
542,15.979309,-53.85289
543,16.989975,-52.75976
544,11.899275,-51.874172
545,18.417427,-54.264004
546,17.59786,-51.05595
547,15.614648,-56.311096
548,13.714055,-52.9397
549,4.544109,-46.61855
550,3.9245245,-36.695507
551,4.8635674,-37.64924
552,-1.1453848,-39.84618
553,4.932039,-37.49002
554,3.601584,-36.97872
555,14.31014,-19.125864
556,3.6850262,-41.90096
557,-1.275316,-39.59423
558,4.277764,-49.52121
559,2.7282405,-40.924816
560,-13.977619,-13.285054
561,2.7727234,-41.4853
562,4.8382363,-34.78946
563,4.8027735,-37.345886
564,5.032036,-46.735657
565,4.780006,-34.968857
566,4.290573,-39.413994
567,-0.69824904,-41.716846
568,4.760348,-45.904427
569,-2.7470036,-45.663284
570,5.5592093,-36.14366
571,1.857824,-40.46586
572,2.806455,-40.496323
573,3.9690115,-36.85746
574,4.4199824,-46.78264
575,4.287627,-47.5614
576,4.6185064,-47.678844
577,1.1855605,-46.026577
578,-1.873759,-41.952286
579,13.838788,-30.832483
580,5.933059,-36.140984
581,5.556148,-37.25684
582,4.693482,-46.388615
583,-2.358597,-38.093166
584,5.8700714,-43.17334
585,4.50756,-49.811035
586,-3.480128,-45.92015
587,2.6371224,-34.6771
588,-7.388624,-2.5383549
589,4.401258,-39.910088
590,13.971944,-49.250004
591,1.090608,-45.985146
592,1.2398494,-39.57136
593,0.8417185,-47.89683
594,5.9219337,-35.00398
595,-2.4037902,-45.712456
596,3.3954427,-48.32893
597,-7.282444,-2.4836342
598,3.2899468,-40.353596
599,5.137234,-37.071182
600,5.5220256,-34.488632
601,14.303434,-19.13112
602,5.748044,-43.69081
603,7.1152544,-30.935411
604,5.4433875,-47.98975
605,-0.6924736,-41.659824
606,-28.206478,-18.386759
607,4.133981,-41.611206
608,1.2613975,-39.53607
609,5.582708,-40.840515
610,1.0986489,-36.281933
611,2.5001643,-37.375423
612,3.5397446,-45.632282
613,-4.5068855,-56.696194
614,5.5436363,-47.28184
615,-2.3305366,-46.10921
616,9.252809,-46.689583
617,47.69158,-27.624071
618,-2.6325803,-45.675156
619,6.7213144,-44.74167
620,2.1128755,-38.96512
621,4.353845,-46.768734
622,-1.9287393,-45.179844
623,4.1484838,-41.59163
624,4.7660165,-44.38243
625,5.817695,-47.323288
626,1.9014245,-50.135853
627,56.536694,11.210398
628,-12.059904,57.046192
629,-2.8325272,-45.75095
630,6.5648108,-36.100647
631,4.9166718,-47.847233
632,6.8175106,-44.999634
633,4.8898993,-38.603302
634,2.3083954,-50.226963
635,5.7385197,-43.709484
636,5.384923,-35.487816
637,19.267525,-42.852764
638,3.2003372,-37.058575
639,2.7679355,-36.43123
640,-2.2665613,-38.178368
641,2.6166556,-46.054367
642,-0.6499881,-41.53605
643,3.1771863,-40.439
644,0.75246537,-47.836334
645,4.0080485,-41.590366
646,32.498867,-4.2283278
647,47.673077,7.8287506
648,53.76823,11.272595
649,47.595406,7.827605
650,53.766205,11.27154
651,47.036842,1.8430789
652,45.125957,9.646201
653,47.015186,5.957288
654,54.366413,0.8694904
655,50.441063,17.747284
656,45.14522,9.633268
657,54.343758,0.85796887
658,45.237057,3.187532
659,47.009476,1.8704339
660,45.23709,3.1874986
661,50.69007,12.716215
662,53.79745,11.276251
663,47.210655,1.7307639
664,47.59543,7.8276486
665,44.859158,2.1201062
666,50.552277,16.721981
667,46.41519,6.666631
668,54.390755,0.892837
669,45.812164,3.2663836
670,42.695587,5.3613544
671,32.499947,-4.23699
672,47.01884,5.678852
673,49.95949,8.421049
674,46.673973,7.9160056
675,45.237385,3.1874778
676,44.71801,2.2780137
677,-5.343563,24.553097
678,49.464935,12.112198
679,49.95949,8.421049
680,-3.2273052,-0.2970776
681,51.48586,10.954888
682,50.724564,12.751444
683,44.881435,2.0692866
684,50.456566,17.60757
685,51.399765,9.417206
686,50.441067,17.747293
687,45.237396,3.1874785
688,51.8676,10.504753
689,10.780212,-10.406927
690,5.9996543,16.374113
691,44.099785,1.8407786
692,46.36948,6.2524824
693,42.196556,2.5392947
694,43.76739,1.3336356
695,45.945362,8.120717
696,41.361855,5.161074
697,48.011032,18.889317
698,52.310345,11.753682
699,44.29159,2.9668846
700,5.3319116,15.156489
701,51.86827,10.505478
702,54.64384,1.3329337
703,47.214535,6.9799104
704,59.312145,4.111361
705,51.051746,18.291992
706,5.213466,14.976402
707,49.464977,12.112119
708,52.189934,11.206526
709,48.307884,9.154688
710,-16.567854,-6.4369755
711,-18.808308,-15.8629265
712,46.745285,7.837917
713,46.732975,9.079944
714,51.867542,10.504808
715,47.210278,1.7305086
716,48.277367,9.27081
717,49.959496,8.421048
718,42.22188,2.5432587
719,47.157864,9.509165
720,64.931206,8.0904
721,46.30788,6.3013787
722,51.868214,10.5055065
723,-12.960896,5.9092307
724,48.821728,20.04812
725,51.051685,18.291971
726,47.018845,5.6788526
727,45.950657,8.0462055
728,42.05741,42.546543
729,42.06775,42.527462
730,51.1445,7.60655
731,51.39359,9.112245
732,-18.808296,-15.86189
733,53.489326,9.284531
734,49.070454,12.471222
735,5.3068643,15.119194
736,43.63459,3.396625
737,42.792458,5.5526524
738,52.353966,10.170591
739,50.720375,12.753412
740,53.102493,9.746697
741,-5.5274773,-0.06359396
742,46.52187,6.7367854
743,36.123592,0.6024587
744,54.19578,-21.517889
745,54.173634,-21.726542
746,49.913254,-25.863426
747,47.026756,-18.908598
748,48.773834,-24.426981
749,51.07296,-22.74288
750,47.73754,-24.644932
751,48.414017,-22.098478
752,51.279858,-22.920435
753,20.03649,-17.992126
754,49.524986,-20.684055
755,40.105923,-22.44635
756,46.135395,-21.395216
757,53.131424,-24.90193
758,49.23081,-23.785542
759,18.861023,-37.29789
760,19.25226,-37.091255
761,27.925545,-32.372818
762,51.33162,-24.026299
763,28.37661,-41.957504
764,53.022808,-21.95989
765,19.346432,-36.83069
766,40.92361,-23.267733
767,47.02679,-18.908724
768,43.655983,-25.764223
769,48.203808,-24.479609
770,48.58622,-23.479696
771,51.400356,-22.33351
772,40.775085,-23.20325
773,19.9593,-35.977375
774,49.48949,-24.543114
775,40.272167,-22.622854
776,49.225204,-25.321392
777,48.601025,-25.065233
778,54.561302,-21.31259
779,51.089275,-23.022867
780,51.002213,-22.485415
781,37.947166,-32.0232
782,52.46098,-21.805216
783,34.80925,-34.45567
784,46.18359,-22.691473
785,48.93307,-24.58178
786,43.645523,-25.75581
787,48.00098,-21.737362
788,47.961765,-21.551208
789,51.168327,-24.959623
790,52.366528,-21.730513
791,48.42278,-21.359179
792,49.68651,-22.99058
793,49.910526,-22.274452
794,53.94209,-22.092539
795,36.134235,0.5823269
796,48.798103,-22.43485
797,49.473034,-22.760948
798,47.07502,-23.227867
799,46.183655,-21.381514
800,54.19215,-22.49027
801,48.31909,-23.813797
802,49.58499,-20.714046
803,-16.487053,38.176975
804,43.636555,-25.753233
805,48.659657,-24.739916
806,53.125416,-24.939116
807,48.00429,-25.0992
808,50.54635,-21.474407
809,49.5986,-22.536331
810,51.77471,-27.80054
811,51.240574,-21.073637
812,19.103693,-37.20453
813,48.27016,-25.961718
814,47.02678,-18.908585
815,50.190563,-24.245586
816,46.496567,-23.918236
817,47.80826,-25.261114
818,38.62254,-31.56646
819,52.5035,-21.978685
820,51.763718,-27.724766
821,49.23426,-23.639137
822,54.39097,-22.424212
823,54.561428,-21.312628
824,-34.002853,-25.542263
825,-33.702095,-28.953632
826,-36.121624,-28.200613
827,-30.676216,-29.477365
828,-36.546173,-28.381046
829,-33.62476,-22.53319
830,-31.811924,-24.92733
831,-30.228228,-24.287802
832,-30.98322,-25.935163
833,-31.976168,-22.835009
834,-24.007853,24.648556
835,-31.97025,-24.126993
836,-30.471436,-27.466484
837,-32.07536,-31.39674
838,-31.72094,-22.846643
839,-28.87925,-27.577095
840,-30.921782,-27.55858
841,-30.867783,-25.182848
842,-30.266466,-25.109581
843,-30.406,-24.33016
844,-41.267548,-26.289623
845,-37.755383,-24.914083
846,-31.65123,-27.689487
847,-36.68147,-24.571417
848,-34.58764,-26.93472
849,-31.371613,-25.246027
850,-33.115154,-26.967936
851,-29.676998,-27.245722
852,-41.390736,-26.285292
853,-30.660051,-28.75873
854,-29.988422,-29.981745
855,-34.65012,-21.175154
856,-34.578613,-24.921698
857,-33.12518,-30.748997
858,-34.503014,-28.224745
859,-29.111694,-28.909275
860,-29.110806,-29.071571
861,-32.717697,-24.88703
862,-30.154558,-26.157534
863,-34.622257,-28.865417
864,-32.2968,-26.153252
865,-32.83357,-26.285027
866,-28.908781,-23.663391
867,-30.820442,-23.352873
868,-33.270557,-24.456358
869,-34.10224,-27.200655
870,-40.446327,-26.276995
871,-34.91004,-26.848091
872,-36.72271,-26.878738
873,-32.88708,-28.875107
874,-30.099377,-28.108202
875,-34.002613,-27.881104
876,-34.54438,-25.829842
877,-34.691734,-26.82806
878,-32.862747,-28.36928
879,-33.83815,-29.290756
880,-29.368032,-26.66331
881,-35.291733,-24.112864
882,-32.94643,-29.290949
883,-36.168472,-28.05889
884,-32.291237,-25.0494
885,-37.68529,-27.72856
886,-34.278427,-26.141438
887,-33.128983,-27.018286
888,-33.132725,-22.87101
889,-31.115229,-26.737768
890,-41.270184,-26.280504
891,-17.937279,22.878283
892,-34.580444,-23.466967
893,-30.681528,-27.998262
894,-32.02959,-27.187054
895,-33.31335,-25.104078
896,-37.070187,-24.918146
897,-33.057785,-26.374975
898,-34.689804,-30.584251
899,-29.466719,-26.750717
900,-31.807344,-22.889082
901,-41.390564,-26.291874
902,-36.681484,-24.571417
903,-38.24736,-24.556433
904,-27.481377,-27.155277
905,-30.918545,-27.015804
906,-31.343943,-26.572296
907,-32.993675,-23.964645
908,-27.826197,-26.90109
909,-33.16553,-29.981337
910,-33.109158,-28.372437
911,-34.05361,-24.297022
912,-36.745773,-27.096363
913,-33.369984,-29.789913
914,-32.516502,-27.774656
915,-29.3223,-25.056767
916,-35.56126,-30.061707
917,-32.2496,-29.490765
918,-28.352722,-25.64643
919,-27.596312,-23.516018
920,-37.376553,-27.219526
921,-35.182323,-25.40133
922,-33.892033,-25.863714
923,35.26408,44.129963
924,36.42569,46.23655
925,33.50182,43.205986
926,35.735188,49.647434
927,36.082916,46.27144
928,36.995106,49.135586
929,33.504395,43.23888
930,34.733612,46.29529
931,36.704773,45.336094
932,38.49664,45.61951
933,37.99956,49.857525
934,37.356194,48.817135
935,33.47607,46.723766
936,37.76225,42.635376
937,37.432396,52.55825
938,34.46991,46.537598
939,37.753647,50.606625
940,35.569626,46.42728
941,37.117527,48.682167
942,35.361996,48.33869
943,40.78278,50.509243
944,38.533104,48.03586
945,33.522377,46.87725
946,37.614586,47.939423
947,34.331547,45.91115
948,37.297405,46.729958
949,35.566673,45.191254
950,36.351444,47.59022
951,38.211918,44.685642
952,38.421616,45.84875
953,35.510796,40.916237
954,37.725372,46.70485
955,-10.335126,3.4998186
956,34.617382,44.559155
957,35.667847,45.943874
958,38.321136,49.0084
959,36.373997,48.080223
960,35.499985,41.29117
961,35.53722,51.029064
962,37.02028,49.14865
963,39.00743,47.43366
964,39.232323,47.89259
965,39.93084,46.005592
966,36.49827,46.058132
967,-39.377052,-1.8151386
968,33.37622,42.456295
969,33.90731,45.57572
970,33.29467,44.669315
971,33.586784,42.01101
972,39.421543,46.738926
973,34.733597,43.913567
974,36.20513,44.485188
975,36.532673,50.070656
976,34.95313,45.787846
977,36.22923,43.465317
978,2.780103,54.562893
979,33.294704,44.66921
980,33.052563,49.33631
981,36.985863,20.637424
982,33.199543,51.27107
983,9.471114,55.34009
984,40.39521,48.08246
985,33.030876,42.504086
986,31.187704,45.76718
987,40.334305,50.13352
988,39.722828,44.826176
989,34.6365,44.56839
990,38.122776,50.280125
991,38.687447,44.143578
992,31.990084,47.236893
993,38.541653,46.56351
994,34.442867,42.569366
995,40.67057,46.377834
996,35.351555,47.472557
997,38.69551,47.228077
998,34.267456,40.16287
999,37.037193,44.837875
1000,34.478462,43.821842
1001,33.015987,41.43124
1002,32.296047,43.394993
1003,38.72162,50.125797
1004,33.97644,49.087093
1005,32.312256,45.342476
1006,35.519215,42.719246
1007,33.294945,44.669243
1008,36.83978,46.898678
1009,37.484856,46.416725
1010,35.608444,45.80605
1011,38.644077,48.04835
1012,34.70851,45.799557
1013,-34.875954,38.08528
1014,40.032627,46.36435
1015,34.6933,50.492493
1016,-0.6396245,34.33774
1017,37.44232,52.605576
1018,35.063866,43.372734
1019,39.54696,48.94742
1020,35.63266,50.051006
1021,31.990843,47.216087
1022,32.612022,44.70446
1023,37.660786,24.270525
1024,41.466545,19.322256
1025,38.296417,18.009008
1026,37.986576,24.558533
1027,37.954624,21.185202
1028,40.110912,19.917692
1029,38.15218,18.174072
1030,29.129276,21.839073
1031,39.42395,24.046684
1032,42.743587,17.3781
1033,39.14968,17.081825
1034,40.82091,17.83182
1035,36.83215,23.482458
1036,47.855846,20.0655
1037,31.373636,23.400263
1038,29.90825,23.558716
1039,39.573013,18.326777
1040,43.927742,20.227385
1041,47.675213,20.194881
1042,37.532436,24.321676
1043,40.820778,17.83203
1044,39.21566,22.266577
1045,42.09196,18.283075
1046,41.685413,22.94412
1047,40.42631,23.206158
1048,40.156868,18.817142
1049,41.98396,19.166056
1050,37.56448,24.28121
1051,42.12103,18.061678
1052,42.09196,18.283075
1053,38.744495,19.808958
