epoch,test_acc,test_acc_class_1,test_acc_class_2,test_acc_class_3,test_acc_class_4,test_acc_class_5,test_acc_class_6,test_acc_class_7,test_acc_class_8,test_acc_class_9,test_acc_class_10,test_acc_class_11,test_acc_class_12,test_acc_class_13,test_acc_class_14,test_acc_class_15,test_acc_class_16,test_acc_class_17,test_acc_class_18,test_acc_class_19,test_acc_class_20,test_acc_class_21,test_acc_class_22,test_acc_class_23,test_acc_class_24,test_acc_class_25,test_acc_class_26,test_acc_class_27,test_acc_class_28,test_acc_class_29,test_acc_class_30,test_acc_class_31,test_acc_class_32,test_acc_class_33,test_acc_class_34,test_acc_class_35,test_acc_class_36,test_acc_class_37,test_acc_class_38,test_acc_class_39,test_acc_class_40,test_acc_class_41,test_acc_class_42,test_acc_class_43,test_acc_class_44,test_acc_class_45,test_acc_class_46,test_acc_class_47,test_acc_class_48,test_acc_class_49,test_acc_class_50,test_acc_class_51,test_acc_class_52,test_acc_class_53,test_acc_class_54,test_acc_class_55,test_acc_class_56,test_acc_class_57,test_acc_class_58,test_acc_class_59,test_acc_class_60,test_acc_class_61,test_acc_class_62,test_acc_class_63,test_acc_class_64,test_acc_class_65
0,65.87101216433325,77.906975,78.78788,31.25,73.49397,98.9899,85.89744,55.0,76.712326,97.05882,87.878784,92.708336,16.923077,53.125,68.42105,80.821915,40.322582,64.70588,13.953488,83.950615,71.666664,68.965515,32.941177,100.0,50.877193,38.88889,76.666664,69.23077,91.666664,72.22222,78.666664,89.156624,52.564102,82.089554,21.73913,57.74648,52.173912,83.333336,89.655174,55.882355,56.25,60.0,47.058823,58.46154,67.79661,22.38806,98.07692,22.64151,75.757576,54.666668,80.48781,89.61039,66.666664,54.545456,67.53247,90.90909,57.142857,43.209877,62.962963,58.490566,52.542374,79.268295,14.117647,47.761192,60.493828,61.22449
1,67.29400963966032,82.558136,86.86869,32.8125,84.33735,100.0,67.948715,63.75,57.53425,97.05882,86.86869,93.75,26.153847,43.75,65.789474,73.9726,37.096775,68.62745,18.60465,87.65432,76.666664,63.793102,38.82353,100.0,56.14035,47.22222,81.666664,82.69231,88.333336,73.611115,97.333336,67.46988,58.974358,83.58209,17.391304,42.25352,76.08696,88.333336,91.37931,54.411766,48.4375,73.333336,52.941177,56.923077,69.49152,20.895523,94.23077,28.301888,63.636364,53.333332,90.243904,90.90909,78.43137,53.030304,75.32468,94.318184,76.190475,59.25926,61.11111,66.037735,55.932205,86.585365,16.470589,61.19403,34.5679,59.183674
2,67.70713793894882,76.74419,84.84849,51.5625,54.21687,97.9798,73.07692,37.5,72.60274,95.588234,82.828285,89.583336,29.23077,45.3125,78.947365,68.49315,45.16129,64.70588,23.255814,87.65432,76.666664,65.51724,37.64706,100.0,50.877193,33.333332,85.0,90.38461,90.0,72.22222,94.666664,71.084335,62.820515,85.07462,13.043478,63.380283,56.52174,90.0,91.37931,58.82353,50.0,73.333336,50.0,81.53846,44.067795,37.313435,100.0,26.415094,62.121212,45.333332,87.80488,92.207794,68.62745,60.60606,70.12987,89.77273,73.01588,55.555557,72.22222,50.943398,74.57627,84.14634,28.235294,52.238808,55.555557,75.5102
3,68.07436309387192,82.558136,75.757576,40.625,57.831326,98.9899,78.20513,61.25,65.753426,97.05882,78.78788,95.833336,29.23077,60.9375,72.36842,75.34247,33.870968,72.54902,41.860466,81.48148,78.333336,68.965515,62.35294,100.0,59.649124,58.333332,81.666664,90.38461,88.333336,69.44444,94.666664,62.650604,71.79487,77.61194,8.695652,43.661972,58.695652,93.333336,91.37931,51.47059,51.5625,70.0,55.882355,63.076923,62.711864,29.850746,96.15385,43.396225,72.72727,46.666668,85.36585,94.80519,70.588234,62.121212,66.233765,88.63636,71.42857,54.320988,51.851852,60.377357,61.01695,86.585365,28.235294,46.268658,45.679012,65.30612
4,69.35965113610283,80.23256,84.84849,50.0,56.626507,98.9899,74.35897,47.5,67.12329,97.05882,82.828285,90.625,26.153847,46.875,86.8421,75.34247,32.258064,68.62745,32.55814,83.950615,80.0,70.68965,55.294117,100.0,61.403507,47.22222,83.333336,90.38461,88.333336,66.666664,100.0,74.69879,62.820515,86.56716,17.391304,46.478874,67.391304,88.333336,91.37931,51.47059,59.375,73.333336,51.47059,76.92308,55.932205,26.865671,100.0,28.301888,69.69697,65.333336,85.36585,92.207794,74.5098,63.636364,62.33766,90.90909,82.53968,54.320988,79.62963,66.037735,64.40678,84.14634,34.117645,47.761192,51.851852,75.5102
7,71.67775992655497,84.88372,91.91919,45.3125,69.87952,98.9899,84.61539,70.0,67.12329,98.52941,92.92929,93.75,30.76923,51.5625,76.31579,71.23288,29.032259,68.62745,34.88372,92.59259,85.0,77.586205,61.17647,100.0,64.91228,61.11111,88.333336,90.38461,95.0,75.0,96.0,75.90362,70.51282,83.58209,17.391304,56.338028,63.04348,88.333336,87.93104,63.235294,45.3125,73.333336,58.82353,66.15385,72.881355,34.328358,100.0,28.301888,66.666664,58.666668,87.80488,92.207794,74.5098,54.545456,72.72727,94.318184,77.77778,64.19753,61.11111,64.15094,79.66102,85.36585,22.352942,52.238808,49.382717,71.42857
8,72.66467753041083,84.88372,91.91919,51.5625,78.313255,100.0,85.89744,66.25,68.49315,97.05882,93.93939,91.666664,32.307693,53.125,76.31579,84.9315,43.548386,70.588234,25.581396,87.65432,85.0,65.51724,62.35294,100.0,66.666664,63.88889,96.666664,90.38461,93.333336,80.55556,92.0,89.156624,62.820515,88.0597,26.086956,39.43662,58.695652,86.666664,91.37931,57.35294,48.4375,73.333336,50.0,76.92308,64.40678,40.298508,100.0,28.301888,83.333336,60.0,87.80488,92.207794,74.5098,53.030304,72.72727,94.318184,71.42857,56.790123,75.92593,67.92453,72.881355,85.36585,24.705883,65.67164,55.555557,73.46939
9,74.63851273812256,87.209305,91.91919,65.625,81.92771,100.0,73.07692,71.25,76.712326,98.52941,93.93939,90.625,30.76923,53.125,72.36842,90.41096,37.096775,66.666664,39.534885,91.358025,85.0,79.31035,70.588234,100.0,66.666664,58.333332,90.0,96.15385,88.333336,73.611115,98.666664,83.13253,66.666664,83.58209,13.043478,53.521126,50.0,96.666664,93.10345,66.17647,50.0,73.333336,57.35294,87.69231,62.711864,41.791046,100.0,39.622643,83.333336,62.666668,90.243904,92.207794,74.5098,57.575756,72.72727,93.181816,77.77778,71.604935,79.62963,60.377357,86.44068,82.92683,16.470589,76.1194,60.493828,75.5102
12,74.8680284599495,81.39535,94.94949,57.8125,78.313255,98.9899,89.74359,83.75,79.45206,100.0,91.91919,91.666664,35.384617,53.125,86.8421,98.630135,32.258064,68.62745,39.534885,88.888885,83.333336,65.51724,68.23529,100.0,82.45614,66.666664,90.0,98.07692,96.666664,76.388885,97.333336,85.54217,73.07692,86.56716,30.434782,59.15493,54.347828,93.333336,91.37931,66.17647,50.0,76.666664,55.882355,84.61539,64.40678,35.820896,100.0,26.415094,66.666664,62.666668,85.36585,96.1039,70.588234,40.909092,74.02597,94.318184,73.01588,83.950615,72.22222,47.16981,83.05085,86.585365,14.117647,67.16418,54.320988,85.71429
13,75.51067248106496,83.72093,91.91919,64.0625,83.13253,97.9798,91.02564,76.25,84.9315,98.52941,90.90909,94.791664,40.0,67.1875,61.842106,93.15069,37.096775,68.62745,37.2093,92.59259,83.333336,68.965515,76.47059,100.0,75.4386,58.333332,86.666664,98.07692,95.0,73.611115,97.333336,87.951805,64.10256,83.58209,21.73913,56.338028,60.869564,100.0,94.82758,72.05882,54.6875,76.666664,57.35294,80.0,69.49152,32.83582,98.07692,32.07547,68.181816,56.0,90.243904,94.80519,78.43137,45.454544,79.22078,94.318184,71.42857,83.950615,83.333336,60.377357,81.355934,82.92683,18.82353,73.13433,58.024693,81.63265
