epoch,test_acc,test_acc_class_1,test_acc_class_2,test_acc_class_3,test_acc_class_4,test_acc_class_5,test_acc_class_6,test_acc_class_7,test_acc_class_8,test_acc_class_9,test_acc_class_10,test_acc_class_11,test_acc_class_12,test_acc_class_13,test_acc_class_14,test_acc_class_15,test_acc_class_16,test_acc_class_17,test_acc_class_18,test_acc_class_19,test_acc_class_20,test_acc_class_21,test_acc_class_22,test_acc_class_23,test_acc_class_24,test_acc_class_25,test_acc_class_26,test_acc_class_27,test_acc_class_28,test_acc_class_29,test_acc_class_30,test_acc_class_31,test_acc_class_32,test_acc_class_33,test_acc_class_34,test_acc_class_35,test_acc_class_36,test_acc_class_37,test_acc_class_38,test_acc_class_39,test_acc_class_40,test_acc_class_41,test_acc_class_42,test_acc_class_43,test_acc_class_44,test_acc_class_45,test_acc_class_46,test_acc_class_47,test_acc_class_48,test_acc_class_49,test_acc_class_50,test_acc_class_51,test_acc_class_52,test_acc_class_53,test_acc_class_54,test_acc_class_55,test_acc_class_56,test_acc_class_57,test_acc_class_58,test_acc_class_59,test_acc_class_60,test_acc_class_61,test_acc_class_62,test_acc_class_63,test_acc_class_64,test_acc_class_65
0,56.1598681436923,89.189186,43.90244,51.851852,62.5,88.0,66.666664,40.0,33.333332,75.0,85.52631,68.115944,44.0,56.81818,35.0,82.5,52.173912,60.0,5.5555553,52.38095,44.444443,63.636364,56.52174,91.111115,10.0,21.73913,67.5,20.0,40.50633,69.565216,83.333336,44.444443,46.938774,56.862743,0.0,28.571428,12.5,77.77778,83.67347,23.809525,40.0,31.578947,63.157894,55.0,38.46154,21.052631,44.444443,25.0,55.31915,65.30612,80.0,55.0,70.0,83.333336,53.658535,60.869564,55.0,75.0,56.52174,62.5,37.5,52.272728,27.906977,65.0,38.095238,50.0
1,57.51957149372014,93.24324,39.02439,40.74074,80.0,93.333336,70.70707,40.0,30.30303,80.0,81.57895,57.971016,52.0,54.545456,47.5,80.0,26.086956,46.666668,5.5555553,57.142857,53.333332,59.090908,41.304348,91.111115,10.0,21.73913,70.0,25.0,44.3038,63.04348,100.0,44.444443,55.10204,60.784313,5.0,9.523809,43.75,72.22222,91.83673,28.571428,45.0,57.894737,68.42105,70.0,42.307693,15.789474,55.555557,37.5,46.80851,61.22449,80.0,40.0,80.0,73.809525,56.09756,71.73913,47.5,75.0,65.21739,67.5,50.0,59.090908,23.255814,65.0,28.571428,62.5
2,57.56077460786861,91.89189,43.90244,48.148148,77.5,92.0,66.666664,42.5,36.363636,70.0,78.947365,56.52174,60.0,43.18182,40.0,75.0,43.47826,60.0,5.5555553,57.142857,55.555557,72.72727,50.0,93.333336,25.0,32.608696,77.5,37.5,51.898735,65.21739,94.44444,52.77778,51.02041,62.7451,0.0,14.285714,18.75,83.333336,89.79592,33.333332,30.0,42.105263,63.157894,75.0,46.153847,15.789474,38.88889,25.0,42.553192,48.97959,73.333336,45.0,76.666664,73.809525,46.341465,65.21739,57.5,65.0,47.826088,75.0,50.0,63.636364,27.906977,65.0,28.571428,75.0
3,59.45611864144192,90.54054,48.780487,44.444443,87.5,93.333336,68.68687,37.5,48.484848,55.0,81.57895,55.072464,60.0,54.545456,50.0,77.5,30.434782,46.666668,5.5555553,57.142857,57.77778,63.636364,58.695652,90.0,5.0,43.47826,77.5,47.5,46.83544,71.73913,100.0,55.555557,73.46939,64.70588,5.0,16.666666,18.75,83.333336,91.83673,38.095238,35.0,52.63158,68.42105,75.0,42.307693,31.578947,50.0,29.166666,44.68085,53.061226,73.333336,45.0,76.666664,69.04762,46.341465,58.695652,50.0,70.0,63.04348,70.0,50.0,61.363636,23.255814,60.0,61.904762,62.5
4,61.51627521334139,93.24324,60.97561,55.555557,70.0,92.0,76.76768,40.0,42.424244,60.0,78.947365,69.565216,52.0,56.81818,70.0,80.0,26.086956,60.0,5.5555553,57.142857,55.555557,68.181816,65.21739,91.111115,15.0,26.086956,77.5,40.0,62.02532,82.608696,100.0,44.444443,77.55102,54.901962,5.0,16.666666,15.625,83.333336,100.0,33.333332,35.0,47.36842,68.42105,85.0,46.153847,31.578947,61.11111,45.833332,42.553192,61.22449,73.333336,60.0,76.666664,71.42857,48.780487,71.73913,35.0,70.0,63.04348,75.0,62.5,63.636364,25.581396,70.0,42.857143,62.5
5,61.969509659159264,90.54054,53.658535,51.851852,82.5,96.0,77.77778,45.0,45.454544,70.0,82.89474,62.31884,48.0,50.0,60.0,82.5,34.782608,53.333332,5.5555553,57.142857,55.555557,68.181816,69.565216,93.333336,5.0,28.26087,87.5,40.0,56.962025,73.91304,100.0,54.166668,53.061226,68.62745,5.0,28.571428,31.25,83.333336,100.0,23.809525,30.0,47.36842,68.42105,90.0,50.0,26.31579,61.11111,29.166666,48.93617,61.22449,86.666664,55.0,76.666664,71.42857,48.780487,67.391304,42.5,70.0,60.869564,72.5,62.5,65.90909,27.906977,65.0,52.38095,62.5
6,63.164400500724675,95.945946,70.731705,44.444443,90.0,94.666664,80.80808,50.0,36.363636,70.0,86.8421,66.666664,52.0,50.0,55.0,80.0,39.130436,53.333332,11.111111,57.142857,64.44444,72.72727,67.391304,92.22222,30.0,30.434782,80.0,40.0,62.02532,78.26087,100.0,55.555557,48.97959,66.666664,5.0,21.428572,15.625,83.333336,97.95918,38.095238,30.0,36.842106,68.42105,90.0,46.153847,42.105263,61.11111,29.166666,46.80851,51.02041,86.666664,60.0,76.666664,73.809525,58.536587,76.08696,45.0,80.0,65.21739,77.5,50.0,63.636364,27.906977,70.0,42.857143,56.25
7,63.24680676360065,93.24324,63.414635,51.851852,85.0,98.666664,75.757576,57.5,33.333332,75.0,84.210526,68.115944,44.0,54.545456,52.5,80.0,26.086956,60.0,11.111111,61.904762,64.44444,77.27273,71.73913,95.55556,10.0,15.217391,82.5,32.5,64.55696,78.26087,100.0,48.61111,67.34694,62.7451,5.0,19.047619,25.0,94.44444,100.0,23.809525,25.0,57.894737,63.157894,90.0,53.846153,31.578947,55.555557,29.166666,55.31915,55.10204,86.666664,55.0,76.666664,71.42857,56.09756,73.91304,50.0,80.0,73.91304,85.0,56.25,56.81818,23.255814,70.0,52.38095,56.25
8,64.27688504955039,91.89189,65.85366,55.555557,87.5,96.0,82.828285,52.5,36.363636,80.0,92.10526,69.565216,56.0,50.0,60.0,80.0,30.434782,53.333332,5.5555553,61.904762,55.555557,77.27273,69.565216,90.0,10.0,32.608696,87.5,40.0,70.88608,84.78261,100.0,55.555557,69.38776,66.666664,5.0,28.571428,15.625,94.44444,100.0,42.857143,30.0,68.42105,68.42105,85.0,53.846153,31.578947,55.555557,33.333332,51.06383,42.857143,86.666664,65.0,73.333336,73.809525,51.219513,67.391304,42.5,85.0,71.73913,85.0,37.5,61.363636,16.27907,65.0,47.61905,56.25
10,64.93613515255822,91.89189,60.97561,62.962963,87.5,96.0,81.818184,55.0,42.424244,90.0,90.789474,66.666664,48.0,56.81818,70.0,85.0,21.73913,60.0,5.5555553,80.95238,60.0,68.181816,65.21739,93.333336,25.0,34.782608,87.5,32.5,73.417725,76.08696,100.0,52.77778,81.63265,66.666664,15.0,21.428572,15.625,88.888885,100.0,38.095238,35.0,57.894737,68.42105,90.0,50.0,15.789474,55.555557,29.166666,46.80851,46.938774,86.666664,65.0,76.666664,69.04762,48.780487,82.608696,50.0,90.0,63.04348,87.5,43.75,65.90909,16.27907,60.0,52.38095,56.25
