0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.0146263,0.012304444,0.0155438185,0.014619614,0.008583602,0.022691282,0.03129225,0.030580174,0.019174084,0.009295174,0.01657058,0.016432231,0.03605207,0.013958915,0.024676206,0.061004627,0.029477945,0.011945034,0.020008557,0.00845307,0.04994853,0.03454266,0.04334744,0.08991868,0.042570468,0.023415472,0.012563725,0.02241737,0.018530166,0.02133611,0.012934666
0.019230373,0.010344479,0.017979994,0.009316009,0.0069733127,0.026336541,0.03236528,0.027514735,0.017776582,0.008684666,0.016447065,0.018852334,0.037198525,0.011687226,0.019570412,0.066051066,0.023238111,0.013182832,0.019306604,0.009668463,0.041460972,0.036993276,0.039088696,0.098428294,0.037613697,0.021695746,0.016103223,0.024915596,0.017074147,0.02129203,0.01869359
0.016938891,0.010216077,0.017500767,0.012028994,0.0098300725,0.029817777,0.031029953,0.018953007,0.023076788,0.009291926,0.01205775,0.017246155,0.04333191,0.015904834,0.03156551,0.053122364,0.02739684,0.011178558,0.021894796,0.008584395,0.032570485,0.040546127,0.037241712,0.09533461,0.039594006,0.018705757,0.011527184,0.02813253,0.021029698,0.028432144,0.025973184
0.019887693,0.011048473,0.015582015,0.014136601,0.012104687,0.02118686,0.0278544,0.029377298,0.019732691,0.008338147,0.014094103,0.0139294695,0.03831438,0.013692436,0.022939961,0.059483126,0.042436495,0.013531991,0.019478006,0.008266771,0.04085638,0.04261803,0.03378373,0.08956126,0.03688558,0.019243179,0.0135568995,0.027508475,0.016269432,0.02190823,0.017881136
0.017767256,0.008974773,0.018015502,0.015419746,0.00956909,0.026352752,0.029088011,0.024074696,0.021119745,0.007471121,0.014572515,0.016024813,0.03332171,0.015900966,0.024231689,0.04688053,0.025562337,0.012023323,0.022096435,0.0068487157,0.04491952,0.0462467,0.037197586,0.10046517,0.038035307,0.023303036,0.013442164,0.029055722,0.019591194,0.021484127,0.028769648
0.015911065,0.009869925,0.017836787,0.015791887,0.0071529583,0.02517858,0.026052274,0.018731575,0.02134958,0.007123331,0.014177914,0.014664487,0.03757921,0.01632718,0.022906994,0.049427547,0.024393566,0.011945212,0.020252828,0.010353942,0.03709296,0.033980895,0.03877625,0.104869075,0.028223315,0.02575371,0.010402591,0.02441102,0.017253997,0.018456625,0.020023348
0.0142872445,0.009447789,0.016878963,0.014263256,0.007882758,0.02263427,0.026526466,0.021710612,0.01555488,0.0062512276,0.01417937,0.01242978,0.035368126,0.015480387,0.019359328,0.049267113,0.034242883,0.009797284,0.01800741,0.009659,0.039116893,0.0373386,0.036461964,0.10424014,0.034089778,0.017769065,0.011442403,0.02309094,0.017378466,0.02026933,0.025034595
0.01432605,0.00802676,0.018251793,0.010863619,0.009064796,0.02013394,0.024918085,0.024565142,0.021082953,0.0074215666,0.013483748,0.014931024,0.030225193,0.012862085,0.018806726,0.04814164,0.028628828,0.010005593,0.018430818,0.006493673,0.034442768,0.028654035,0.0323466,0.10357681,0.03457897,0.022720218,0.012281023,0.02406017,0.017749352,0.019141745,0.018992797
0.012152996,0.008157883,0.017582593,0.012830417,0.006227276,0.024657406,0.02488308,0.016147824,0.018314194,0.007290313,0.012134209,0.013943331,0.027060883,0.012776408,0.020725809,0.047609568,0.02859716,0.0069681425,0.02309971,0.008302726,0.03134542,0.030427465,0.03511131,0.11252105,0.033851877,0.015803609,0.011558031,0.022208633,0.016563559,0.020185607,0.022593526
0.010183761,0.007204435,0.017957805,0.01364015,0.00689951,0.016853059,0.02190549,0.020477194,0.022534966,0.0103717055,0.013113068,0.014184868,0.020312296,0.013376542,0.015963485,0.047205843,0.043772362,0.009335359,0.023356196,0.0069997497,0.038525052,0.03478869,0.030920716,0.10373349,0.035702404,0.016403701,0.012177433,0.030915057,0.017401885,0.016648404,0.016646469
