0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.050096072,0.041349463,0.032734174,0.07629068,0.05896762,0.048263077,0.06347199,0.06632199,0.041997183,0.09093869,0.045949597,0.06767649,0.057001427,0.043370273,0.03174444,0.07210807,0.048886463,0.051300045,0.036180645,0.1024486,0.12819584,0.043657858,0.06504665,0.06787586,0.06069354,0.10704143,0.12218587,0.044379335,0.049849268,0.04913544,0.07778885
0.052366316,0.041382328,0.035755534,0.08548421,0.06451646,0.050055135,0.06737091,0.06607423,0.07054827,0.102716036,0.048796438,0.07206166,0.06046727,0.04821801,0.0392985,0.08007516,0.05411103,0.053128652,0.027814642,0.10118695,0.13083026,0.044265155,0.06773366,0.07104828,0.06670294,0.11318241,0.13045871,0.04496268,0.056753002,0.048833016,0.07956508
0.050336085,0.04451451,0.03076223,0.0854417,0.06444468,0.04831865,0.06976086,0.06897147,0.0697923,0.102008134,0.05412879,0.07480857,0.05709127,0.04553756,0.038037505,0.07709359,0.053484224,0.05584225,0.031674508,0.10395526,0.13454382,0.048182752,0.06610875,0.06385023,0.068642125,0.11222864,0.13454837,0.04659397,0.058039714,0.055847373,0.07828944
0.053752955,0.038005244,0.034482934,0.089185394,0.076502174,0.057041246,0.075970426,0.075469084,0.0766619,0.10926776,0.06011821,0.07921285,0.06282665,0.057655334,0.03966677,0.07600805,0.05775511,0.057348095,0.032034155,0.108531766,0.13668503,0.05160056,0.073258184,0.0770287,0.0672656,0.12142801,0.13940068,0.05947426,0.064555,0.054304074,0.08281955
0.05723475,0.04354239,0.033986934,0.089801915,0.08982093,0.06163221,0.07856957,0.09831077,0.08796925,0.10805813,0.065878116,0.085319474,0.0706189,0.07099699,0.04957318,0.07728741,0.05935409,0.05538565,0.035311062,0.11449799,0.14857064,0.05409929,0.08072386,0.076093875,0.07274912,0.12562,0.14413564,0.076251715,0.070933335,0.029595539,0.09058338
0.05728981,0.03970245,0.024965432,0.08844814,0.08687089,0.06123334,0.08384126,0.09749136,0.09514974,0.11315491,0.067587584,0.09207463,0.067793146,0.07371795,0.042347223,0.07118604,0.062212557,0.05463378,0.03481631,0.12656926,0.15187077,0.058047652,0.07483328,0.08703867,0.08124081,0.12745546,0.15375115,0.08060371,0.08528706,0.0489452,0.10624872
0.055159397,0.04038328,0.027559321,0.08579326,0.09766548,0.06493981,0.08412568,0.10071791,0.09881383,0.11795668,0.06996071,0.0918634,0.06707178,0.081295185,0.042968065,0.067786485,0.065283805,0.056668874,0.04290091,0.1316979,0.15248795,0.057760525,0.0773301,0.08392977,0.08661178,0.124442175,0.1450877,0.09215609,0.08407656,0.024347842,0.1116906
0.059050594,0.036002047,0.031449698,0.09199458,0.07168624,0.07714714,0.08635831,0.10828533,0.122305155,0.122334816,0.06880398,0.088814475,0.074004926,0.08545153,0.044904117,0.067807466,0.066325635,0.062049497,0.051724426,0.14023174,0.14785247,0.060043342,0.083056554,0.10694501,0.0885751,0.12958291,0.15103267,0.09249072,0.096896395,0.053740066,0.1129904
0.060401775,0.03713903,0.024820378,0.09172855,0.10359642,0.07248467,0.08597291,0.1117127,0.1270943,0.1291622,0.06987039,0.09296503,0.07497398,0.09034419,0.048407186,0.07048228,0.07006857,0.06240995,0.06140193,0.14261062,0.1424582,0.06140063,0.08118004,0.10597635,0.089460716,0.123330675,0.14865032,0.09653659,0.09615563,0.022543726,0.11935748
0.06820344,0.03874737,0.032691196,0.09260838,0.09955264,0.07422151,0.08973565,0.105835825,0.12077473,0.12777358,0.0762798,0.0923186,0.06513757,0.089938365,0.042606544,0.06888627,0.06933554,0.06549449,0.057180513,0.13569105,0.13907498,0.061545815,0.083823174,0.08777841,0.084063865,0.12174878,0.14371562,0.0982431,0.092537984,0.027744358,0.118951306
