epoch,test_acc,test_acc_class_1,test_acc_class_2,test_acc_class_3,test_acc_class_4,test_acc_class_5,test_acc_class_6,test_acc_class_7,test_acc_class_8,test_acc_class_9,test_acc_class_10,test_acc_class_11,test_acc_class_12,test_acc_class_13,test_acc_class_14,test_acc_class_15,test_acc_class_16,test_acc_class_17,test_acc_class_18,test_acc_class_19,test_acc_class_20,test_acc_class_21,test_acc_class_22,test_acc_class_23,test_acc_class_24,test_acc_class_25,test_acc_class_26,test_acc_class_27,test_acc_class_28,test_acc_class_29,test_acc_class_30,test_acc_class_31
0,65.92119275825345,73.91304,97.560974,95.833336,79.268295,63.88889,93.61702,85.71429,57.73196,18.556702,61.728394,84.84849,85.0,89.0,33.67347,39.0,90.90909,93.0,90.42553,72.916664,61.05263,41.935482,92.0,90.81633,22.44898,56.666668,61.333332,49.0,53.535355,20.20202,58.333332,29.6875
2,66.13418530351437,82.608696,97.560974,100.0,70.731705,55.555557,91.489365,85.71429,67.01031,18.556702,61.728394,85.85859,86.0,88.0,33.67347,40.0,85.85859,94.0,89.3617,62.5,64.210526,46.23656,88.0,88.77551,27.55102,61.11111,66.666664,47.0,51.515152,24.242424,46.875,42.1875
3,68.61909833155839,84.78261,97.560974,98.611115,73.17073,66.666664,91.489365,89.01099,54.639175,18.556702,64.19753,90.90909,87.0,89.0,30.612246,59.0,89.89899,95.0,92.55319,72.916664,63.157894,55.91398,94.0,87.755104,27.55102,63.333332,72.0,48.0,55.555557,21.212122,56.25,40.625
4,71.03301384451544,83.695656,98.78049,98.611115,79.268295,58.333332,91.489365,90.10989,60.82474,15.463918,71.604935,93.93939,88.0,90.0,38.77551,81.0,93.93939,95.0,94.680855,77.083336,66.31579,64.51613,93.0,90.81633,25.510204,63.333332,73.333336,47.0,59.59596,21.212122,46.875,48.4375
5,71.49449769258077,85.86957,97.560974,95.833336,76.82927,66.666664,93.61702,92.30769,67.01031,14.43299,69.1358,92.92929,89.0,90.0,33.67347,81.0,93.93939,96.0,95.74468,83.333336,69.47369,63.44086,93.0,91.83673,25.510204,63.333332,73.333336,48.0,63.636364,15.151515,47.916668,48.4375
6,71.77848775292864,88.04348,97.560974,95.833336,71.95122,63.88889,92.55319,91.20879,69.07217,14.43299,69.1358,92.92929,89.0,89.0,29.591837,90.0,93.93939,95.0,93.61702,84.375,74.73684,67.741936,94.0,90.81633,27.55102,65.55556,72.0,48.0,66.666664,15.151515,38.541668,53.125
7,72.02697905573305,88.04348,98.78049,97.22222,71.95122,58.333332,94.680855,89.01099,67.01031,13.402061,70.37037,93.93939,89.0,88.0,30.612246,88.0,92.92929,95.0,94.680855,90.625,71.57895,70.96774,94.0,90.81633,26.530613,62.22222,69.333336,47.0,68.68687,16.161615,43.75,57.8125
8,72.168974085907,91.304344,97.560974,97.22222,73.17073,58.333332,94.680855,89.01099,59.793816,15.463918,69.1358,92.92929,88.0,88.0,32.65306,89.0,92.92929,96.0,94.680855,88.541664,72.63158,69.89247,95.0,89.79592,24.489796,66.666664,69.333336,49.0,69.69697,23.232323,39.583332,56.25
11,72.77245296414625,92.391304,98.78049,98.611115,64.63415,69.44444,94.680855,87.91209,73.19588,15.463918,74.07407,90.90909,91.0,88.0,28.571428,81.0,94.94949,96.0,94.680855,83.333336,76.8421,70.96774,96.0,88.77551,23.469387,68.888885,62.666668,47.0,68.68687,24.242424,55.208332,57.8125
42,72.87894923677672,96.73913,97.560974,98.611115,56.09756,63.88889,96.80851,91.20879,71.13402,26.804123,70.37037,88.888885,91.0,89.0,28.571428,80.0,92.92929,94.0,91.489365,77.083336,75.789474,69.89247,92.0,88.77551,22.44898,70.0,52.0,48.0,74.747475,40.40404,58.333332,59.375
45,73.09194178203762,96.73913,97.560974,98.611115,57.317074,63.88889,96.80851,91.20879,73.19588,26.804123,70.37037,87.878784,90.0,89.0,29.591837,79.0,92.92929,94.0,93.61702,80.208336,75.789474,69.89247,91.0,88.77551,25.510204,70.0,52.0,50.0,74.747475,38.38384,55.208332,60.9375
