epoch,test_acc,test_acc_class_1,test_acc_class_2,test_acc_class_3,test_acc_class_4,test_acc_class_5,test_acc_class_6,test_acc_class_7,test_acc_class_8,test_acc_class_9,test_acc_class_10,test_acc_class_11,test_acc_class_12,test_acc_class_13,test_acc_class_14,test_acc_class_15,test_acc_class_16,test_acc_class_17,test_acc_class_18,test_acc_class_19,test_acc_class_20,test_acc_class_21,test_acc_class_22,test_acc_class_23,test_acc_class_24,test_acc_class_25,test_acc_class_26,test_acc_class_27,test_acc_class_28,test_acc_class_29,test_acc_class_30,test_acc_class_31,test_acc_class_32,test_acc_class_33,test_acc_class_34,test_acc_class_35,test_acc_class_36,test_acc_class_37,test_acc_class_38,test_acc_class_39,test_acc_class_40,test_acc_class_41,test_acc_class_42,test_acc_class_43,test_acc_class_44,test_acc_class_45,test_acc_class_46,test_acc_class_47,test_acc_class_48,test_acc_class_49,test_acc_class_50,test_acc_class_51,test_acc_class_52,test_acc_class_53,test_acc_class_54,test_acc_class_55,test_acc_class_56,test_acc_class_57,test_acc_class_58,test_acc_class_59,test_acc_class_60,test_acc_class_61,test_acc_class_62,test_acc_class_63,test_acc_class_64,test_acc_class_65
0,56.1598681436923,89.189186,43.90244,51.851852,62.5,88.0,66.666664,40.0,33.333332,75.0,85.52631,68.115944,44.0,56.81818,35.0,82.5,52.173912,60.0,5.5555553,52.38095,44.444443,63.636364,56.52174,91.111115,10.0,21.73913,67.5,20.0,40.50633,69.565216,83.333336,44.444443,46.938774,56.862743,0.0,28.571428,12.5,77.77778,83.67347,23.809525,40.0,31.578947,63.157894,55.0,38.46154,21.052631,44.444443,25.0,55.31915,65.30612,80.0,55.0,70.0,83.333336,53.658535,60.869564,55.0,75.0,56.52174,62.5,37.5,52.272728,27.906977,65.0,38.095238,50.0
1,57.60197774402192,91.89189,39.02439,40.74074,80.0,96.0,70.70707,42.5,30.30303,80.0,81.57895,57.971016,48.0,54.545456,50.0,80.0,26.086956,46.666668,5.5555553,57.142857,53.333332,59.090908,39.130436,92.22222,10.0,28.26087,75.0,25.0,44.3038,60.869564,100.0,44.444443,55.10204,60.784313,5.0,9.523809,43.75,72.22222,91.83673,28.571428,40.0,57.894737,68.42105,75.0,42.307693,15.789474,55.555557,37.5,44.68085,57.142857,80.0,45.0,80.0,71.42857,53.658535,71.73913,47.5,75.0,65.21739,72.5,43.75,59.090908,23.255814,65.0,28.571428,56.25
2,57.72558713362057,91.89189,43.90244,48.148148,77.5,94.666664,67.676765,42.5,33.333332,70.0,78.947365,57.971016,56.0,40.909092,40.0,75.0,47.826088,53.333332,11.111111,52.38095,53.333332,63.636364,54.347828,92.22222,25.0,36.95652,75.0,35.0,58.227848,63.04348,94.44444,51.38889,51.02041,62.7451,0.0,16.666666,18.75,77.77778,89.79592,28.571428,30.0,47.36842,63.157894,80.0,46.153847,15.789474,50.0,29.166666,44.68085,48.97959,73.333336,40.0,76.666664,76.190475,48.780487,67.391304,52.5,65.0,45.652172,75.0,50.0,63.636364,23.255814,65.0,28.571428,75.0
3,60.93943137320954,93.24324,48.780487,44.444443,90.0,94.666664,73.73737,35.0,39.39394,60.0,81.57895,56.52174,52.0,59.090908,57.5,82.5,39.130436,46.666668,5.5555553,57.142857,60.0,63.636364,56.52174,92.22222,10.0,39.130436,77.5,52.5,58.227848,71.73913,100.0,58.333332,75.5102,66.666664,5.0,14.285714,18.75,83.333336,93.87755,42.857143,35.0,52.63158,68.42105,70.0,42.307693,26.31579,55.555557,33.333332,44.68085,55.10204,73.333336,45.0,76.666664,69.04762,48.780487,60.869564,52.5,70.0,63.04348,70.0,62.5,63.636364,23.255814,60.0,52.38095,62.5
4,62.25793159179939,93.24324,58.536587,55.555557,67.5,93.333336,78.78788,42.5,42.424244,70.0,78.947365,66.666664,52.0,54.545456,72.5,80.0,26.086956,60.0,5.5555553,57.142857,55.555557,72.72727,67.391304,93.333336,10.0,30.434782,77.5,47.5,64.55696,76.08696,94.44444,50.0,75.5102,60.784313,5.0,16.666666,15.625,83.333336,97.95918,23.809525,35.0,52.63158,68.42105,85.0,42.307693,31.578947,61.11111,41.666668,42.553192,61.22449,80.0,60.0,76.666664,71.42857,51.219513,73.91304,35.0,70.0,69.565216,80.0,62.5,63.636364,23.255814,70.0,42.857143,68.75
5,63.32921299661292,91.89189,56.09756,55.555557,75.0,96.0,79.79798,47.5,42.424244,65.0,86.8421,65.21739,48.0,47.727272,60.0,80.0,39.130436,53.333332,5.5555553,61.904762,57.77778,72.72727,73.91304,94.44444,5.0,28.26087,87.5,45.0,65.822784,76.08696,100.0,51.38889,55.10204,68.62745,0.0,28.571428,28.125,88.888885,100.0,23.809525,35.0,57.894737,68.42105,85.0,50.0,31.578947,61.11111,37.5,53.19149,63.265305,86.666664,55.0,76.666664,73.809525,53.658535,71.73913,42.5,75.0,60.869564,77.5,62.5,61.363636,27.906977,65.0,52.38095,62.5
6,63.94725999804647,95.945946,68.29269,48.148148,90.0,97.333336,81.818184,47.5,33.333332,70.0,88.1579,65.21739,52.0,50.0,57.5,80.0,39.130436,46.666668,11.111111,57.142857,64.44444,77.27273,69.565216,93.333336,25.0,28.26087,85.0,40.0,69.620255,80.434784,100.0,54.166668,44.89796,66.666664,5.0,23.809525,18.75,88.888885,97.95918,33.333332,40.0,47.36842,68.42105,85.0,38.46154,31.578947,61.11111,29.166666,51.06383,53.061226,86.666664,65.0,76.666664,76.190475,63.414635,78.26087,50.0,80.0,63.04348,80.0,50.0,63.636364,25.581396,70.0,47.61905,56.25
7,65.47177583138836,93.24324,60.97561,55.555557,80.0,100.0,80.80808,57.5,36.363636,80.0,85.52631,71.014496,56.0,56.81818,67.5,82.5,34.782608,60.0,11.111111,66.666664,66.666664,81.818184,71.73913,95.55556,20.0,17.391304,87.5,37.5,70.88608,84.78261,94.44444,52.77778,77.55102,62.7451,0.0,19.047619,18.75,100.0,100.0,28.571428,35.0,57.894737,68.42105,75.0,50.0,26.31579,61.11111,33.333332,55.31915,53.061226,86.666664,55.0,76.666664,73.809525,70.731705,82.608696,45.0,85.0,69.565216,80.0,50.0,63.636364,25.581396,70.0,47.61905,62.5
8,65.92501030706995,91.89189,63.414635,59.25926,85.0,96.0,81.818184,60.0,36.363636,80.0,90.789474,73.91304,60.0,50.0,65.0,82.5,34.782608,40.0,5.5555553,66.666664,55.555557,81.818184,71.73913,91.111115,25.0,36.95652,85.0,42.5,74.68355,86.95652,94.44444,56.944443,65.30612,70.588234,5.0,35.714287,15.625,100.0,100.0,33.333332,30.0,68.42105,68.42105,80.0,53.846153,5.263158,55.555557,29.166666,61.70213,48.97959,86.666664,70.0,76.666664,71.42857,65.85366,78.26087,50.0,90.0,67.391304,82.5,50.0,61.363636,18.60465,70.0,52.38095,56.25
9,66.8726823128542,93.24324,70.731705,62.962963,85.0,96.0,85.85859,55.0,42.424244,80.0,85.52631,72.46377,48.0,40.909092,67.5,82.5,34.782608,60.0,5.5555553,76.190475,64.44444,77.27273,73.91304,92.22222,20.0,52.173912,90.0,45.0,73.417725,71.73913,100.0,63.88889,77.55102,74.5098,5.0,23.809525,21.875,88.888885,100.0,33.333332,35.0,63.157894,68.42105,90.0,53.846153,10.526316,55.555557,41.666668,55.31915,55.10204,86.666664,60.0,76.666664,71.42857,65.85366,86.95652,45.0,85.0,54.347828,82.5,50.0,68.181816,20.930233,65.0,57.142857,68.75
