epoch,test_acc,test_acc_class_1,test_acc_class_2,test_acc_class_3,test_acc_class_4,test_acc_class_5,test_acc_class_6,test_acc_class_7,test_acc_class_8,test_acc_class_9,test_acc_class_10,test_acc_class_11,test_acc_class_12,test_acc_class_13,test_acc_class_14,test_acc_class_15,test_acc_class_16,test_acc_class_17,test_acc_class_18,test_acc_class_19,test_acc_class_20,test_acc_class_21,test_acc_class_22,test_acc_class_23,test_acc_class_24,test_acc_class_25,test_acc_class_26,test_acc_class_27,test_acc_class_28,test_acc_class_29,test_acc_class_30,test_acc_class_31
0,65.92119275825345,73.91304,97.560974,95.833336,79.268295,63.88889,93.61702,85.71429,57.73196,18.556702,61.728394,84.84849,85.0,89.0,33.67347,39.0,90.90909,93.0,90.42553,72.916664,61.05263,41.935482,92.0,90.81633,22.44898,56.666668,61.333332,49.0,53.535355,20.20202,58.333332,29.6875
4,66.5956691515797,75.0,97.560974,98.611115,71.95122,52.77778,87.23404,87.91209,52.57732,17.525774,65.4321,90.90909,86.0,90.0,38.77551,64.0,90.90909,90.0,87.23404,68.75,63.157894,53.76344,89.0,83.67347,23.469387,60.0,69.333336,48.0,48.484848,21.212122,46.875,42.1875
7,71.63649272275471,85.86957,100.0,90.27778,74.39024,44.444443,93.61702,87.91209,62.886597,26.804123,69.1358,93.93939,89.0,88.0,38.77551,90.0,92.92929,95.0,91.489365,78.125,69.47369,65.5914,90.0,89.79592,26.530613,75.55556,69.333336,47.0,67.676765,17.171717,48.958332,45.3125
8,73.44692935747248,86.95652,98.78049,97.22222,78.04878,55.555557,92.55319,89.01099,58.762886,28.86598,71.604935,93.93939,89.0,86.0,42.857143,94.0,93.93939,94.0,94.680855,83.333336,70.52631,69.89247,95.0,88.77551,25.510204,75.55556,72.0,47.0,71.71717,23.232323,48.958332,53.125
9,73.90841320553781,91.304344,96.34146,97.22222,76.82927,52.77778,94.680855,89.01099,61.85567,29.896908,71.604935,92.92929,86.0,93.0,51.02041,90.0,92.92929,94.0,95.74468,86.458336,70.52631,70.96774,95.0,84.69388,27.55102,73.333336,69.333336,46.0,75.757576,22.222221,52.083332,48.4375
10,74.90237841675541,93.478264,97.560974,95.833336,81.70731,55.555557,92.55319,89.01099,62.886597,37.113403,71.604935,91.91919,89.0,92.0,46.938774,91.0,93.93939,94.0,96.80851,84.375,70.52631,72.043015,94.0,90.81633,28.571428,81.111115,68.0,48.0,72.72727,24.242424,54.166668,50.0
15,76.28682996095137,95.652176,96.34146,97.22222,87.80488,63.88889,91.489365,92.30769,63.917526,38.14433,71.604935,92.92929,92.0,91.0,69.38776,87.0,94.94949,91.0,96.80851,70.833336,81.052635,70.96774,95.0,88.77551,33.67347,85.55556,62.666668,45.0,74.747475,38.38384,38.541668,62.5
16,76.32232871849486,94.565216,96.34146,97.22222,85.36585,63.88889,88.297874,95.60439,65.97938,39.17526,69.1358,89.89899,93.0,92.0,77.55102,91.0,93.93939,91.0,93.61702,76.041664,75.789474,70.96774,95.0,89.79592,33.67347,85.55556,65.333336,45.0,64.64646,34.343433,48.958332,57.8125
19,76.99680511182109,96.73913,98.78049,95.833336,87.80488,52.77778,94.680855,94.50549,69.07217,39.17526,70.37037,91.91919,92.0,90.0,71.42857,93.0,92.92929,94.0,91.489365,79.166664,80.0,67.741936,93.0,89.79592,34.69388,86.666664,61.333332,53.0,68.68687,48.484848,39.583332,51.5625
21,77.88427405040824,96.73913,100.0,98.611115,87.80488,55.555557,94.680855,93.40659,72.16495,36.082474,76.54321,89.89899,92.0,91.0,72.44898,90.0,94.94949,94.0,94.680855,81.25,74.73684,73.11828,97.0,88.77551,41.836735,85.55556,40.0,47.0,70.70707,46.464645,52.083332,73.4375
22,78.80724174653888,95.652176,100.0,95.833336,87.80488,58.333332,97.87234,91.20879,69.07217,45.360825,72.83951,92.92929,92.0,91.0,76.53061,96.0,93.93939,90.0,93.61702,88.541664,77.89474,66.666664,96.0,88.77551,41.836735,84.44444,68.0,50.0,73.73737,44.444443,52.083332,57.8125
26,78.94923677671281,93.478264,98.78049,98.611115,89.02439,52.77778,95.74468,96.7033,69.07217,36.082474,79.012344,91.91919,92.0,91.0,72.44898,96.0,95.959595,89.0,92.55319,82.291664,81.052635,68.81721,93.0,88.77551,42.857143,77.77778,65.333336,48.0,73.73737,54.545456,58.333332,71.875
27,79.51721689740859,94.565216,97.560974,98.611115,89.02439,58.333332,97.87234,94.50549,74.22681,37.113403,72.83951,90.90909,91.0,94.0,72.44898,96.0,93.93939,89.0,93.61702,85.416664,80.0,63.44086,94.0,88.77551,42.857143,86.666664,68.0,54.0,71.71717,50.50505,61.458332,75.0
30,79.62371317003905,96.73913,97.560974,98.611115,87.80488,63.88889,96.80851,96.7033,70.103096,42.26804,72.83951,89.89899,91.0,92.0,71.42857,98.0,92.92929,96.0,95.74468,84.375,80.0,70.96774,94.0,89.79592,46.938774,81.111115,60.0,50.0,77.77778,47.474747,56.25,71.875
31,80.36918707845226,96.73913,97.560974,98.611115,87.80488,63.88889,96.80851,92.30769,71.13402,39.17526,70.37037,91.91919,91.0,91.0,73.46939,99.0,92.92929,94.0,94.680855,83.333336,84.210526,68.81721,95.0,89.79592,44.89796,86.666664,70.666664,52.0,74.747475,55.555557,64.583336,71.875
