0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.049734823,0.0427281,0.03933615,0.07898502,0.06820059,0.047802236,0.06436123,0.06945751,0.056050044,0.09470758,0.044698566,0.067278,0.054548163,0.050168425,0.027389389,0.06856283,0.04846485,0.04632348,0.031559635,0.104114875,0.11935066,0.03892221,0.06645557,0.05073805,0.061516784,0.09810102,0.12473348,0.048183236,0.055661175,0.038626038,0.07076527
0.056914464,0.03597998,0.036272544,0.08858172,0.07320901,0.054763068,0.068664625,0.062063348,0.06901011,0.09804269,0.05066822,0.07442234,0.062347665,0.054311108,0.043992292,0.07762219,0.052925263,0.05017535,0.034940593,0.11338501,0.123667255,0.039969448,0.06702191,0.07451778,0.071804635,0.106803164,0.13258561,0.05105333,0.06474174,0.043874968,0.08279328
0.058405843,0.038138557,0.034113802,0.090788454,0.06660618,0.050772514,0.067989066,0.064372435,0.06775198,0.10072635,0.051610775,0.07370995,0.065486096,0.051370718,0.036115363,0.08032401,0.05480236,0.04878531,0.03840426,0.11121664,0.123322904,0.043915253,0.06194192,0.07227313,0.07065727,0.10514701,0.13623893,0.049711805,0.062353387,0.04045155,0.0824912
0.05397733,0.043056894,0.041243795,0.090185955,0.088502705,0.050577663,0.07086768,0.0672764,0.0733461,0.10933226,0.053758875,0.077794634,0.063788414,0.052197207,0.0411499,0.080801144,0.058021847,0.053831175,0.035410378,0.11302311,0.12888604,0.045353863,0.061850715,0.059298273,0.073068805,0.10844279,0.13795175,0.05827669,0.06333144,0.03016504,0.07901082
0.05747767,0.038744554,0.043644466,0.0964585,0.0804079,0.05729777,0.0713153,0.061295837,0.0666021,0.11192661,0.054396644,0.08038972,0.068612166,0.057556123,0.045400478,0.07643232,0.057191696,0.05300427,0.036075704,0.11461987,0.1310902,0.0469982,0.0632535,0.078094386,0.07458831,0.1155129,0.1412908,0.05194098,0.060723115,0.05025965,0.08543399
0.06223273,0.045881353,0.045572124,0.09741245,0.08983526,0.05849568,0.073819,0.07582852,0.0630013,0.11269102,0.05015699,0.085554846,0.07325942,0.058899008,0.04544189,0.07594231,0.057331055,0.052115653,0.037868343,0.11605096,0.12577966,0.053364627,0.06742691,0.07695989,0.07668558,0.1152184,0.1463748,0.053354587,0.0687383,0.03773084,0.0848714
0.060251758,0.05118685,0.047453634,0.09957606,0.0734816,0.06615532,0.07129644,0.0770813,0.0608674,0.11563036,0.052024636,0.08531689,0.073656656,0.05914409,0.05280483,0.07826873,0.058214694,0.055475738,0.04214845,0.121180825,0.122959554,0.054289926,0.072653934,0.08524759,0.07826441,0.10868907,0.15079921,0.054935273,0.059101112,0.04520775,0.08217425
0.058890797,0.037478425,0.059239823,0.09899298,0.08884498,0.062644966,0.0751723,0.0765729,0.055264115,0.12024841,0.05604998,0.0888552,0.078966275,0.056877155,0.054352455,0.07038825,0.053752583,0.058992196,0.038386583,0.12099071,0.12656668,0.0599401,0.06899132,0.077108786,0.077446274,0.11035974,0.14419238,0.060869925,0.05267684,0.028790161,0.077961445
0.06529842,0.04023268,0.065952815,0.105913885,0.10215325,0.06392165,0.07573731,0.071219005,0.050640058,0.114276566,0.05918915,0.0878429,0.090217866,0.05361925,0.065478586,0.0755989,0.057475217,0.057888843,0.045688763,0.117066324,0.118214004,0.056399018,0.06714071,0.06131003,0.06896814,0.10277993,0.13419451,0.057430886,0.06627999,0.034646753,0.085718155
0.06446191,0.044367246,0.06527402,0.100533746,0.08693067,0.06260315,0.074080154,0.08360903,0.055624414,0.11590792,0.056255206,0.09333783,0.07889734,0.060525823,0.05830014,0.07292892,0.06088324,0.060207404,0.03826542,0.12337754,0.11866598,0.06296218,0.072518446,0.0880246,0.07012561,0.103774525,0.14275648,0.058958724,0.061494038,0.03364788,0.08447865
0.064254135,0.046417724,0.057553407,0.1045961,0.05585483,0.066263944,0.0729214,0.078048386,0.031134468,0.11886554,0.05203597,0.08243166,0.08133905,0.055000532,0.06996185,0.06955489,0.05684426,0.0575598,0.03926627,0.10273786,0.101008624,0.057633642,0.07775286,0.07633809,0.07561555,0.101767585,0.12384533,0.05464377,0.05568345,0.043218575,0.06964101
0.05767703,0.04402745,0.05890689,0.11214299,0.05954745,0.063096486,0.07721119,0.07552415,0.027542807,0.12448926,0.051462445,0.08994544,0.09291859,0.07123142,0.07411738,0.07776586,0.058768876,0.050681524,0.03433855,0.10360732,0.108246535,0.053543866,0.068303086,0.095047,0.0829677,0.098597564,0.13267292,0.048682135,0.046715084,0.05031102,0.060526293
0.058454998,0.032389134,0.07021688,0.12120987,0.04535538,0.06790626,0.08056517,0.07027414,0.08037153,0.115589336,0.05567832,0.095962554,0.08384917,0.06647187,0.078063115,0.08345171,0.061839342,0.053486608,0.030318052,0.09770294,0.09819978,0.06638525,0.069503106,0.08909283,0.074593686,0.10636068,0.11868323,0.051452074,0.03597561,0.044205062,0.055029836
0.05735529,0.03472246,0.06935771,0.12491896,0.050497144,0.054931838,0.078536354,0.08052458,0.032032147,0.12072949,0.060454916,0.08875026,0.08325512,0.06563499,0.06461908,0.07991713,0.06557273,0.055356737,0.03568127,0.07847635,0.10224637,0.055990566,0.06934402,0.077326685,0.08285565,0.09558831,0.12559836,0.054732997,0.06829542,0.04840598,0.0549783
0.055283442,0.04117116,0.0634644,0.11553609,0.049123894,0.06320475,0.06428111,0.066641785,0.06099608,0.11960192,0.055211753,0.07999324,0.09304985,0.05967643,0.07391923,0.06961255,0.0588438,0.047598477,0.029410053,0.074582554,0.10546801,0.05536837,0.079563,0.06528102,0.076458,0.0908621,0.10890799,0.05646957,0.06811102,0.03964631,0.047429394
0.061865732,0.03596519,0.057170045,0.11066721,0.033519015,0.057134755,0.06164451,0.071431026,0.042832397,0.1339327,0.05404284,0.073498234,0.084698856,0.06153767,0.06744134,0.06749451,0.056488667,0.050888725,0.03137652,0.077753276,0.097038366,0.04130954,0.07706028,0.07388324,0.07689548,0.09364743,0.102777325,0.06475603,0.055577725,0.04614328,0.0417433
0.05365488,0.043979857,0.04402006,0.114394896,0.031424083,0.049848553,0.06096155,0.05931444,0.046050336,0.10290814,0.04642649,0.07619383,0.079190336,0.049371082,0.073656425,0.07386551,0.055992823,0.05018746,0.029475667,0.07134761,0.0912644,0.04930368,0.05915529,0.07837298,0.07746316,0.08185756,0.09974118,0.060927402,0.043763455,0.05054946,0.044514023
0.058875374,0.040079873,0.052388698,0.11950596,0.07727321,0.046078205,0.081714734,0.09019651,0.061584257,0.122956276,0.051651172,0.07404344,0.08036549,0.08026904,0.074243635,0.07513853,0.06571817,0.0507663,0.030633714,0.06322507,0.11738039,0.064511456,0.06907923,0.08525481,0.077823386,0.09744489,0.10818288,0.067638315,0.06335278,0.04219539,0.047942188
0.07477436,0.057067737,0.06522333,0.12869403,0.06664848,0.052182518,0.07205808,0.08961549,0.060537282,0.12507159,0.062965095,0.08108136,0.10110399,0.06982603,0.085793324,0.07249197,0.068014376,0.061338507,0.032669477,0.08142169,0.09610902,0.069055416,0.06598523,0.08435772,0.09139478,0.104747206,0.11179808,0.075402714,0.05824337,0.041579008,0.059358668
0.05485931,0.03601144,0.06671336,0.10940304,0.07009746,0.043853976,0.061666515,0.07942833,0.061122436,0.10264667,0.04849864,0.06476083,0.068193465,0.057834398,0.07566673,0.07230927,0.059892945,0.04746568,0.035511,0.06317514,0.112545595,0.058517467,0.0662062,0.07772689,0.08376326,0.105406016,0.10445615,0.06572764,0.055199567,0.04149616,0.045760147
0.06741562,0.022993613,0.06944923,0.13742918,0.050304696,0.053126376,0.06657902,0.11615728,0.046551198,0.12381096,0.05708023,0.07494534,0.073844925,0.06397744,0.08743224,0.073473945,0.061469674,0.053051922,0.036845054,0.07741552,0.11482793,0.055204663,0.07055219,0.083798684,0.079697855,0.11003843,0.11669362,0.07444511,0.07186453,0.036440406,0.050882317
0.0508279,0.032978747,0.049411867,0.11478795,0.03663542,0.0400731,0.056631554,0.0877007,0.054732587,0.1008063,0.041132547,0.06080746,0.06527781,0.057635296,0.0698269,0.057968024,0.044965297,0.045157213,0.047300536,0.0686742,0.09206068,0.062044736,0.058978777,0.07311517,0.064197555,0.09688633,0.11293282,0.069950916,0.04697585,0.06499018,0.049545635
