epoch,test_acc,test_acc_class_1,test_acc_class_2,test_acc_class_3,test_acc_class_4,test_acc_class_5,test_acc_class_6,test_acc_class_7,test_acc_class_8,test_acc_class_9,test_acc_class_10,test_acc_class_11,test_acc_class_12,test_acc_class_13,test_acc_class_14,test_acc_class_15,test_acc_class_16,test_acc_class_17,test_acc_class_18,test_acc_class_19,test_acc_class_20,test_acc_class_21,test_acc_class_22,test_acc_class_23,test_acc_class_24,test_acc_class_25,test_acc_class_26,test_acc_class_27,test_acc_class_28,test_acc_class_29,test_acc_class_30,test_acc_class_31,test_acc_class_32,test_acc_class_33,test_acc_class_34,test_acc_class_35,test_acc_class_36,test_acc_class_37,test_acc_class_38,test_acc_class_39,test_acc_class_40,test_acc_class_41,test_acc_class_42,test_acc_class_43,test_acc_class_44,test_acc_class_45,test_acc_class_46,test_acc_class_47,test_acc_class_48,test_acc_class_49,test_acc_class_50,test_acc_class_51,test_acc_class_52,test_acc_class_53,test_acc_class_54,test_acc_class_55,test_acc_class_56,test_acc_class_57,test_acc_class_58,test_acc_class_59,test_acc_class_60,test_acc_class_61,test_acc_class_62,test_acc_class_63,test_acc_class_64,test_acc_class_65
0,65.87101216433325,77.906975,78.78788,31.25,73.49397,98.9899,85.89744,55.0,76.712326,97.05882,87.878784,92.708336,16.923077,53.125,68.42105,80.821915,40.322582,64.70588,13.953488,83.950615,71.666664,68.965515,32.941177,100.0,50.877193,38.88889,76.666664,69.23077,91.666664,72.22222,78.666664,89.156624,52.564102,82.089554,21.73913,57.74648,52.173912,83.333336,89.655174,55.882355,56.25,60.0,47.058823,58.46154,67.79661,22.38806,98.07692,22.64151,75.757576,54.666668,80.48781,89.61039,66.666664,54.545456,67.53247,90.90909,57.142857,43.209877,62.962963,58.490566,52.542374,79.268295,14.117647,47.761192,60.493828,61.22449
1,67.27105806747763,80.23256,85.85859,34.375,84.33735,100.0,66.666664,58.75,54.79452,97.05882,85.85859,93.75,24.615385,46.875,67.10526,75.34247,35.48387,68.62745,18.60465,88.888885,76.666664,63.793102,36.47059,100.0,56.14035,50.0,81.666664,82.69231,88.333336,68.05556,96.0,68.6747,57.692307,85.07462,21.73913,40.84507,78.26087,90.0,91.37931,54.411766,50.0,70.0,51.47059,56.923077,69.49152,23.880596,98.07692,24.528301,65.15151,50.666668,92.68293,90.90909,78.43137,53.030304,72.72727,94.318184,76.190475,60.493828,62.962963,67.92453,62.711864,86.585365,20.0,59.701492,34.5679,61.22449
2,68.6252008262566,77.906975,85.85859,53.125,61.44578,97.9798,70.51282,40.0,75.34247,97.05882,81.818184,91.666664,29.23077,48.4375,76.31579,68.49315,45.16129,64.70588,27.906977,88.888885,78.333336,67.24138,38.82353,100.0,49.122807,33.333332,88.333336,92.30769,91.666664,72.22222,96.0,69.87952,62.820515,86.56716,8.695652,63.380283,54.347828,88.333336,91.37931,60.294117,50.0,73.333336,51.47059,83.07692,38.98305,35.820896,100.0,26.415094,63.636364,53.333332,90.243904,94.80519,66.666664,62.121212,71.42857,92.045456,71.42857,62.962963,75.92593,47.16981,74.57627,84.14634,31.764706,56.71642,53.08642,73.46939
3,69.68097314666055,82.558136,81.818184,45.3125,60.240963,98.9899,79.48718,65.0,65.753426,98.52941,80.80808,95.833336,26.153847,60.9375,69.73684,79.45206,35.48387,68.62745,39.534885,85.18519,80.0,70.68965,63.52941,100.0,61.403507,61.11111,81.666664,92.30769,91.666664,70.833336,94.666664,68.6747,71.79487,80.597015,8.695652,42.25352,63.04348,91.666664,91.37931,50.0,56.25,66.666664,57.35294,69.23077,62.711864,28.35821,100.0,39.622643,78.78788,50.666668,87.80488,94.80519,68.62745,63.636364,70.12987,92.045456,76.190475,61.728394,53.703705,58.490566,62.711864,86.585365,28.235294,53.731342,48.148148,65.30612
4,70.85150332797797,81.39535,86.86869,59.375,60.240963,98.9899,74.35897,53.75,69.863014,97.05882,87.878784,92.708336,26.153847,50.0,82.89474,76.712326,30.64516,68.62745,39.534885,90.12346,81.666664,72.413795,60.0,100.0,59.649124,55.555557,88.333336,90.38461,90.0,65.27778,100.0,73.49397,62.820515,86.56716,13.043478,45.070423,67.391304,91.666664,91.37931,47.058823,59.375,73.333336,54.411766,80.0,55.932205,23.880596,100.0,30.188679,72.72727,68.0,85.36585,92.207794,78.43137,65.15151,62.33766,90.90909,82.53968,66.666664,81.48148,67.92453,64.40678,85.36585,31.764706,52.238808,58.024693,67.34694
5,71.35643791599725,86.04651,87.878784,51.5625,80.72289,100.0,83.333336,75.0,69.863014,97.05882,91.91919,94.791664,26.153847,57.8125,67.10526,83.561646,43.548386,68.62745,34.88372,85.18519,83.333336,70.68965,54.117645,100.0,63.157894,58.333332,88.333336,88.46154,95.0,63.88889,90.666664,74.69879,69.23077,85.07462,8.695652,53.521126,30.434782,88.333336,93.10345,51.47059,51.5625,73.333336,51.47059,61.53846,76.27119,38.80597,100.0,30.188679,66.666664,64.0,87.80488,93.50649,68.62745,63.636364,75.32468,93.181816,71.42857,56.790123,72.22222,52.83019,81.355934,86.585365,23.529411,56.71642,53.08642,83.67347
6,71.5400504934588,83.72093,86.86869,53.125,79.518074,100.0,85.89744,80.0,76.712326,97.05882,89.89899,93.75,30.76923,31.25,73.68421,83.561646,32.258064,68.62745,37.2093,92.59259,88.333336,63.793102,54.117645,100.0,64.91228,69.44444,90.0,92.30769,93.333336,75.0,97.333336,71.084335,69.23077,86.56716,8.695652,52.112675,36.95652,85.0,93.10345,52.941177,57.8125,80.0,52.941177,66.15385,69.49152,26.865671,100.0,32.07547,78.78788,62.666668,90.243904,93.50649,74.5098,59.090908,76.623375,93.181816,68.25397,62.962963,50.0,77.35849,86.44068,84.14634,20.0,58.208954,44.444443,63.265305
7,72.59582281386275,82.558136,92.92929,46.875,77.10844,100.0,82.051285,76.25,68.49315,98.52941,94.94949,93.75,32.307693,53.125,73.68421,76.712326,29.032259,68.62745,34.88372,92.59259,86.666664,79.31035,64.70588,100.0,68.42105,61.11111,90.0,96.15385,95.0,73.611115,96.0,74.69879,71.79487,83.58209,13.043478,56.338028,65.21739,88.333336,91.37931,57.35294,50.0,76.666664,57.35294,73.84615,74.57627,31.343283,100.0,30.188679,63.636364,57.333332,87.80488,93.50649,72.54902,56.060608,74.02597,94.318184,77.77778,76.54321,59.25926,69.81132,79.66102,85.36585,16.470589,49.25373,50.617283,75.5102
9,73.6515951342667,80.23256,93.93939,60.9375,80.72289,100.0,75.64103,77.5,69.863014,98.52941,92.92929,91.666664,27.692308,56.25,69.73684,90.41096,37.096775,66.666664,41.860466,90.12346,86.666664,82.75862,65.882355,100.0,63.157894,61.11111,88.333336,96.15385,91.666664,68.05556,98.666664,81.92771,67.948715,85.07462,8.695652,52.112675,47.826088,96.666664,93.10345,60.294117,46.875,73.333336,55.882355,86.15385,62.711864,37.313435,100.0,32.07547,86.36364,58.666668,87.80488,96.1039,70.588234,63.636364,72.72727,93.181816,77.77778,64.19753,74.07407,52.83019,86.44068,84.14634,14.117647,73.13433,59.25926,77.55102
