epoch,test_acc,test_acc_class_1,test_acc_class_2,test_acc_class_3,test_acc_class_4,test_acc_class_5,test_acc_class_6,test_acc_class_7,test_acc_class_8,test_acc_class_9,test_acc_class_10,test_acc_class_11,test_acc_class_12,test_acc_class_13,test_acc_class_14,test_acc_class_15,test_acc_class_16,test_acc_class_17,test_acc_class_18,test_acc_class_19,test_acc_class_20,test_acc_class_21,test_acc_class_22,test_acc_class_23,test_acc_class_24,test_acc_class_25,test_acc_class_26,test_acc_class_27,test_acc_class_28,test_acc_class_29,test_acc_class_30,test_acc_class_31
0,65.92119275825345,73.91304,97.560974,95.833336,79.268295,63.88889,93.61702,85.71429,57.73196,18.556702,61.728394,84.84849,85.0,89.0,33.67347,39.0,90.90909,93.0,90.42553,72.916664,61.05263,41.935482,92.0,90.81633,22.44898,56.666668,61.333332,49.0,53.535355,20.20202,58.333332,29.6875
2,66.09868654597089,82.608696,97.560974,100.0,69.51219,55.555557,91.489365,85.71429,67.01031,18.556702,61.728394,85.85859,86.0,88.0,33.67347,40.0,85.85859,94.0,89.3617,62.5,64.210526,46.23656,88.0,88.77551,27.55102,61.11111,66.666664,47.0,51.515152,24.242424,46.875,42.1875
3,68.61909833155839,84.78261,97.560974,98.611115,73.17073,66.666664,91.489365,89.01099,54.639175,18.556702,64.19753,90.90909,87.0,89.0,30.612246,59.0,89.89899,95.0,92.55319,70.833336,63.157894,54.83871,94.0,87.755104,28.571428,63.333332,72.0,48.0,57.575756,21.212122,56.25,40.625
4,70.92651757188499,82.608696,98.78049,98.611115,79.268295,61.11111,91.489365,90.10989,60.82474,16.494844,71.604935,93.93939,88.0,90.0,38.77551,81.0,93.93939,95.0,93.61702,76.041664,66.31579,64.51613,93.0,89.79592,24.489796,63.333332,73.333336,47.0,59.59596,21.212122,46.875,48.4375
5,71.42350017749379,85.86957,97.560974,95.833336,76.82927,66.666664,94.680855,92.30769,67.01031,14.43299,69.1358,92.92929,89.0,90.0,33.67347,82.0,93.93939,96.0,94.680855,83.333336,69.47369,63.44086,93.0,91.83673,27.55102,63.333332,73.333336,48.0,62.626263,15.151515,44.791668,46.875
6,71.81398651047213,88.04348,97.560974,95.833336,71.95122,63.88889,92.55319,91.20879,68.04124,14.43299,70.37037,92.92929,90.0,89.0,30.612246,90.0,93.93939,95.0,93.61702,85.416664,72.63158,68.81721,94.0,90.81633,27.55102,64.44444,72.0,48.0,66.666664,15.151515,39.583332,51.5625
7,71.99148029818956,88.04348,98.78049,97.22222,71.95122,58.333332,95.74468,89.01099,65.97938,13.402061,71.604935,92.92929,89.0,88.0,30.612246,89.0,92.92929,95.0,94.680855,91.666664,72.63158,69.89247,94.0,90.81633,25.510204,58.88889,69.333336,47.0,69.69697,16.161615,43.75,57.8125
8,72.1334753283635,90.21739,97.560974,97.22222,73.17073,61.11111,94.680855,89.01099,56.70103,15.463918,69.1358,92.92929,88.0,88.0,30.612246,89.0,92.92929,96.0,94.680855,88.541664,72.63158,69.89247,95.0,89.79592,23.469387,66.666664,69.333336,49.0,71.71717,24.242424,41.666668,56.25
10,72.77245296414625,92.391304,100.0,95.833336,73.17073,66.666664,91.489365,89.01099,70.103096,15.463918,72.83951,92.92929,91.0,91.0,30.612246,80.0,93.93939,93.0,96.80851,87.5,74.73684,70.96774,93.0,88.77551,27.55102,68.888885,65.333336,49.0,67.676765,18.181818,55.208332,53.125
55,72.80795172168975,98.91304,97.560974,98.611115,60.97561,63.88889,96.80851,90.10989,70.103096,25.773195,66.666664,89.89899,92.0,88.0,27.55102,79.0,93.93939,92.0,94.680855,76.041664,76.8421,66.666664,93.0,87.755104,22.44898,65.55556,52.0,47.0,73.73737,45.454544,56.25,64.0625
