epoch,test_acc,test_acc_class_1,test_acc_class_2,test_acc_class_3,test_acc_class_4,test_acc_class_5,test_acc_class_6,test_acc_class_7,test_acc_class_8,test_acc_class_9,test_acc_class_10,test_acc_class_11,test_acc_class_12,test_acc_class_13,test_acc_class_14,test_acc_class_15,test_acc_class_16,test_acc_class_17,test_acc_class_18,test_acc_class_19,test_acc_class_20,test_acc_class_21,test_acc_class_22,test_acc_class_23,test_acc_class_24,test_acc_class_25,test_acc_class_26,test_acc_class_27,test_acc_class_28,test_acc_class_29,test_acc_class_30,test_acc_class_31,test_acc_class_32,test_acc_class_33,test_acc_class_34,test_acc_class_35,test_acc_class_36,test_acc_class_37,test_acc_class_38,test_acc_class_39,test_acc_class_40,test_acc_class_41,test_acc_class_42,test_acc_class_43,test_acc_class_44,test_acc_class_45,test_acc_class_46,test_acc_class_47,test_acc_class_48,test_acc_class_49,test_acc_class_50,test_acc_class_51,test_acc_class_52,test_acc_class_53,test_acc_class_54,test_acc_class_55,test_acc_class_56,test_acc_class_57,test_acc_class_58,test_acc_class_59,test_acc_class_60,test_acc_class_61,test_acc_class_62,test_acc_class_63,test_acc_class_64,test_acc_class_65
0,53.150057275516474,71.666664,42.857143,31.25,21.428572,69.69697,38.38384,52.054794,80.434784,58.974358,44.444443,82.828285,7.5,38.38384,56.25,76.190475,29.268293,62.5,22.5,97.560974,66.0,75.0,92.5,54.545456,79.79798,49.18033,80.76923,68.68687,76.81159,82.5,48.484848,54.71698,65.0,69.69697,8.450705,68.68687,42.5,65.789474,68.68687,46.987953,57.5,49.019608,77.5,43.434345,29.292929,53.658535,52.87356,42.5,36.95652,25.0,71.64179,91.91919,49.333332,30.952381,11.904762,72.093025,16.393442,62.22222,26.666666,29.292929,73.75,26.262627,56.410255,32.32323,35.849056,55.0
1,55.463917519655695,71.666664,66.07143,29.6875,44.89796,82.828285,51.515152,53.424656,89.13043,53.846153,27.272728,75.757576,10.0,24.242424,68.75,76.190475,26.829268,56.25,20.0,97.560974,68.0,75.0,95.0,53.535355,73.73737,37.704918,88.46154,59.59596,73.91304,82.5,61.61616,54.71698,80.0,59.59596,8.450705,78.78788,40.0,65.789474,63.636364,40.963856,72.5,56.862743,70.0,37.373737,59.59596,46.341465,68.965515,42.5,60.869564,40.0,79.10448,83.83839,45.333332,45.238094,21.428572,79.06977,21.311476,62.22222,38.333332,21.212122,66.25,32.32323,64.10256,38.38384,43.396225,62.5
2,55.601374572194594,71.666664,69.64286,25.0,39.795918,84.84849,47.474747,49.315067,86.95652,58.974358,38.38384,77.77778,2.5,19.19192,65.625,78.57143,24.390244,64.583336,12.5,97.560974,68.0,82.5,95.0,60.60606,76.76768,37.704918,88.46154,61.61616,75.36232,82.5,61.61616,56.603775,77.5,68.68687,11.267606,79.79798,50.0,67.10526,70.70707,33.73494,37.5,52.941177,72.5,52.525253,29.292929,41.463413,56.32184,47.5,65.21739,50.0,79.10448,89.89899,54.666668,33.333332,23.809525,76.74419,19.67213,66.666664,38.333332,24.242424,78.75,28.282827,64.10256,34.343433,37.735847,57.5
3,56.586483384489604,70.0,57.142857,39.0625,50.0,79.79798,48.484848,60.27397,86.95652,57.692307,37.373737,80.80808,2.5,29.292929,67.1875,83.333336,21.95122,77.083336,10.0,97.560974,74.0,80.0,97.5,69.69697,86.86869,45.901638,92.30769,56.565655,79.710144,82.5,61.61616,54.71698,77.5,56.565655,12.676056,65.65656,35.0,64.47369,66.666664,30.120481,42.5,56.862743,70.0,54.545456,33.333332,41.463413,58.62069,50.0,65.21739,35.0,80.597015,89.89899,48.0,47.61905,26.190475,83.72093,18.032787,70.0,51.666668,30.30303,72.5,30.30303,64.10256,36.363636,28.301888,62.5
4,58.60252003970152,76.666664,73.21429,34.375,53.061226,89.89899,52.525253,47.945206,89.13043,55.128204,44.444443,77.77778,0.0,27.272728,68.75,85.71429,31.707317,75.0,10.0,97.560974,72.0,85.0,97.5,67.676765,80.80808,59.01639,90.38461,60.60606,76.81159,87.5,64.64646,56.603775,77.5,72.72727,5.633803,73.73737,45.0,64.47369,69.69697,40.963856,50.0,64.70588,72.5,52.525253,39.39394,41.463413,65.51724,67.5,67.391304,40.0,79.10448,93.93939,44.0,45.238094,26.190475,88.37209,19.67213,70.0,26.666666,17.171717,80.0,31.313131,74.35897,42.424244,45.28302,47.5
5,59.793814431241834,90.0,76.78571,32.8125,67.34694,87.878784,55.555557,53.424656,86.95652,62.820515,43.434345,79.79798,12.5,26.262627,62.5,90.47619,21.95122,68.75,17.5,97.560974,72.0,77.5,97.5,73.73737,79.79798,44.262295,92.30769,68.68687,73.91304,82.5,70.70707,56.603775,85.0,30.30303,22.535212,68.68687,25.0,68.42105,74.747475,43.373493,70.0,60.784313,75.0,55.555557,44.444443,46.341465,65.51724,57.5,58.695652,35.0,77.61194,91.91919,54.666668,45.238094,30.952381,93.023254,24.590164,68.888885,38.333332,38.38384,72.5,35.353535,71.79487,42.424244,41.509434,60.0
6,60.595647188341765,90.0,80.35714,31.25,64.28571,90.90909,59.59596,52.054794,89.13043,64.10256,40.40404,78.78788,12.5,39.39394,68.75,88.09524,17.073172,72.916664,15.0,92.68293,72.0,82.5,97.5,71.71717,79.79798,45.901638,92.30769,73.73737,78.26087,85.0,68.68687,56.603775,85.0,40.40404,21.12676,64.64646,37.5,72.36842,76.76768,33.73494,67.5,56.862743,85.0,55.555557,41.414143,43.90244,63.21839,85.0,71.73913,37.5,77.61194,93.93939,56.0,47.61905,30.952381,88.37209,11.4754095,64.44444,48.333332,33.333332,72.5,27.272728,69.23077,42.424244,50.943398,72.5
7,61.282932418700895,91.666664,80.35714,34.375,71.42857,90.90909,65.65656,57.53425,91.304344,66.666664,35.353535,85.85859,22.5,42.424244,64.0625,88.09524,21.95122,62.5,12.5,95.12195,74.0,80.0,97.5,74.747475,74.747475,39.34426,92.30769,79.79798,72.46377,82.5,69.69697,58.490566,82.5,63.636364,19.71831,56.565655,37.5,65.789474,81.818184,32.53012,65.0,54.901962,82.5,42.424244,51.515152,51.219513,64.36781,85.0,65.21739,35.0,77.61194,91.91919,54.666668,45.238094,28.571428,93.023254,18.032787,72.22222,50.0,32.32323,71.25,28.282827,71.79487,43.434345,49.056602,52.5
8,62.38258877259349,91.666664,80.35714,34.375,70.408165,90.90909,67.676765,64.38356,91.304344,61.53846,46.464645,73.73737,22.5,25.252525,68.75,90.47619,26.829268,62.5,7.5,95.12195,72.0,77.5,97.5,81.818184,76.76768,50.81967,94.23077,76.76768,76.81159,85.0,67.676765,52.83019,85.0,75.757576,19.71831,63.636364,30.0,69.73684,79.79798,43.373493,62.5,54.901962,80.0,59.59596,44.444443,46.341465,71.264366,85.0,67.391304,35.0,76.1194,91.91919,56.0,47.61905,28.571428,93.023254,18.032787,70.0,53.333332,38.38384,71.25,36.363636,71.79487,38.38384,45.28302,55.0
9,63.0927835069025,91.666664,87.5,32.8125,68.36735,92.92929,66.666664,61.643837,91.304344,65.38461,59.59596,79.79798,27.5,24.242424,71.875,90.47619,21.95122,75.0,2.5,95.12195,72.0,75.0,97.5,84.84849,71.71717,44.262295,94.23077,83.83839,76.81159,90.0,67.676765,58.490566,82.5,69.69697,26.760563,63.636364,35.0,68.42105,79.79798,40.963856,60.0,54.901962,80.0,56.565655,52.525253,43.90244,66.666664,90.0,67.391304,30.0,80.597015,92.92929,58.666668,52.38095,28.571428,93.023254,9.836065,66.666664,56.666668,38.38384,71.25,34.343433,71.79487,40.40404,45.28302,57.5
10,63.29896907391281,91.666664,82.14286,31.25,66.32653,92.92929,72.72727,65.753426,91.304344,64.10256,55.555557,76.76768,32.5,34.343433,81.25,90.47619,21.95122,66.666664,2.5,97.560974,74.0,80.0,100.0,82.828285,75.757576,42.62295,96.15385,79.79798,71.014496,87.5,68.68687,58.490566,82.5,67.676765,21.12676,61.61616,45.0,73.68421,80.80808,43.373493,70.0,56.862743,75.0,61.61616,50.50505,46.341465,59.770115,90.0,65.21739,30.0,76.1194,90.90909,54.666668,47.61905,28.571428,93.023254,9.836065,70.0,68.333336,36.363636,71.25,38.38384,69.23077,41.414143,43.396225,50.0
13,63.619702178151066,93.333336,83.92857,35.9375,69.38776,94.94949,76.76768,60.27397,93.478264,62.820515,75.757576,70.70707,42.5,27.272728,76.5625,90.47619,19.512196,66.666664,2.5,97.560974,76.0,72.5,100.0,77.77778,71.71717,32.786884,94.23077,84.84849,75.36232,90.0,68.68687,58.490566,80.0,73.73737,15.492958,64.64646,47.5,69.73684,80.80808,36.144577,65.0,52.941177,82.5,62.626263,48.484848,43.90244,56.32184,87.5,69.565216,40.0,80.597015,93.93939,54.666668,52.38095,28.571428,97.674416,13.114754,68.888885,63.333332,34.343433,72.5,36.363636,71.79487,42.424244,47.16981,55.0
14,63.75715921583318,91.666664,83.92857,34.375,69.38776,92.92929,76.76768,63.0137,91.304344,62.820515,73.73737,72.72727,45.0,34.343433,75.0,90.47619,29.268293,72.916664,2.5,97.560974,76.0,82.5,97.5,81.818184,70.70707,40.98361,94.23077,81.818184,76.81159,90.0,65.65656,56.603775,82.5,64.64646,16.90141,55.555557,57.5,65.789474,80.80808,43.373493,60.0,52.941177,80.0,61.61616,51.515152,39.02439,56.32184,87.5,82.608696,40.0,79.10448,92.92929,53.333332,57.142857,28.571428,97.674416,8.196721,67.77778,50.0,35.353535,66.25,39.39394,74.35897,44.444443,49.056602,70.0
