0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.9583151,0.9770586,0.95947695,0.89138114,0.96128035,0.9659888,0.9625194,0.9123679,0.90472716,0.9406189,0.94531417,0.9484062,0.90206784,0.93702966,0.9017818,0.91024625,0.95935553,0.95684886,0.94669497,0.96168596,0.94441164,0.9521264,0.9196522,0.9177926,0.9208587,0.93289334,0.95798326,0.9085091,0.91789573,0.90943676,0.92239404
0.95603085,0.9820631,0.9607779,0.8946365,0.9572101,0.96443844,0.9620482,0.9045309,0.9099266,0.94647753,0.93900317,0.9258653,0.8975191,0.914169,0.8811227,0.90457696,0.95757717,0.9675917,0.9598118,0.96222574,0.94511026,0.9490025,0.9108481,0.9085519,0.89521456,0.9352937,0.9584525,0.9035132,0.91128254,0.90524435,0.922348
0.9601159,0.97274876,0.9623134,0.9086296,0.95577717,0.96246547,0.9530583,0.9119649,0.87751347,0.9632649,0.9488071,0.93559515,0.8908267,0.9238961,0.8917865,0.8821918,0.95166415,0.9577782,0.9552601,0.96961063,0.9402773,0.9465044,0.9083675,0.9056481,0.893742,0.9232342,0.9501832,0.90123725,0.91244525,0.91248983,0.90056854
0.97150385,0.9863344,0.9685991,0.91836184,0.9627494,0.97239304,0.95904154,0.91988,0.91651684,0.96449995,0.95516914,0.9445664,0.9208018,0.9428126,0.8992381,0.9067144,0.95928276,0.9646238,0.9601386,0.9753165,0.959687,0.95588475,0.9094806,0.93814427,0.90968895,0.9521662,0.95593685,0.8984675,0.9146832,0.927436,0.93016666
0.97848165,0.99050415,0.9784205,0.9371449,0.9785055,0.9697365,0.97155136,0.9531907,0.9110917,0.97453517,0.9729189,0.96085465,0.9368076,0.9416233,0.89591545,0.91634303,0.9715071,0.96944875,0.9676413,0.9800049,0.960651,0.96424395,0.9186965,0.9464964,0.9141865,0.96083933,0.96324944,0.9037126,0.93248916,0.93422925,0.9256148
0.9824404,0.9932696,0.98247045,0.93665904,0.9728506,0.9779186,0.97995275,0.9539512,0.92341024,0.98165697,0.9778208,0.95742494,0.9378292,0.9504775,0.8978185,0.9313663,0.9757283,0.96809363,0.97734946,0.9884597,0.9624395,0.97538,0.9081596,0.9490418,0.91459924,0.9753949,0.96953815,0.90709233,0.9372211,0.946928,0.9347395
0.98634785,0.99350435,0.9865664,0.96632123,0.9837032,0.97950333,0.9790972,0.9617746,0.92798316,0.9833563,0.98241276,0.96169055,0.9369749,0.96301526,0.89838946,0.93204725,0.97975945,0.9621802,0.9779196,0.98670816,0.96528584,0.97440106,0.9054297,0.9612255,0.915619,0.97055507,0.9748764,0.9064899,0.93798167,0.95548856,0.9431021
0.98855734,0.994374,0.9886844,0.9658229,0.98884046,0.9835722,0.9856336,0.97095823,0.9342944,0.9911233,0.98387104,0.9581361,0.9396566,0.96081,0.8967928,0.9361474,0.98127335,0.9691294,0.9793939,0.9906832,0.96742105,0.98132604,0.89420336,0.9684094,0.9319466,0.96727145,0.9765516,0.9106342,0.94398266,0.95965993,0.9247335
0.98796225,0.9952309,0.99138045,0.9832461,0.98903465,0.9892947,0.9883441,0.97219646,0.93449384,0.9909478,0.98551327,0.96771413,0.9367142,0.9680349,0.90688753,0.933142,0.9835214,0.9697793,0.98262864,0.9867143,0.96915585,0.9808797,0.8952168,0.97106534,0.9224455,0.9774904,0.97504216,0.8960753,0.9522896,0.9613465,0.9272637
0.9883679,0.9961918,0.99021596,0.98414844,0.99264896,0.98960227,0.989284,0.9713951,0.91127515,0.98807377,0.9836347,0.96910477,0.9393685,0.96537143,0.8906,0.94192064,0.98486996,0.9683147,0.9862297,0.99114496,0.9723025,0.9840261,0.8976613,0.9763934,0.9337269,0.8714577,0.98234516,0.9109509,0.94677866,0.9658729,0.9154746
